Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HomeTeamLP,AwayTeamLP,MW
14/08/10,Aston Villa,West Ham,3.0,0.0,H,0.0,0.0,0.0,0.0,0,0,M,M,M,M,M,M,M,M,M,M,9.0,20.0,1
14/08/10,Blackburn,Everton,1.0,0.0,H,0.0,0.0,0.0,0.0,0,0,M,M,M,M,M,M,M,M,M,M,15.0,7.0,1
14/08/10,Bolton,Fulham,0.0,0.0,D,0.0,0.0,0.0,0.0,0,0,M,M,M,M,M,M,M,M,M,M,14.0,8.0,1
14/08/10,Chelsea,West Brom,6.0,0.0,H,0.0,0.0,0.0,0.0,0,0,M,M,M,M,M,M,M,M,M,M,2.0,11.0,1
14/08/10,Sunderland,Birmingham,2.0,2.0,D,0.0,0.0,0.0,0.0,0,0,M,M,M,M,M,M,M,M,M,M,10.0,18.0,1
14/08/10,Tottenham,Man City,0.0,0.0,D,0.0,0.0,0.0,0.0,0,0,M,M,M,M,M,M,M,M,M,M,5.0,3.0,1
14/08/10,Wigan,Blackpool,0.0,4.0,A,0.0,0.0,0.0,0.0,0,0,M,M,M,M,M,M,M,M,M,M,16.0,19.0,1
14/08/10,Wolves,Stoke,2.0,1.0,H,0.0,0.0,0.0,0.0,0,0,M,M,M,M,M,M,M,M,M,M,17.0,13.0,1
15/08/10,Liverpool,Arsenal,1.0,1.0,D,0.0,0.0,0.0,0.0,0,0,M,M,M,M,M,M,M,M,M,M,6.0,4.0,1
16/08/10,Man United,Newcastle,3.0,0.0,H,0.0,0.0,0.0,0.0,0,0,M,M,M,M,M,M,M,M,M,M,1.0,12.0,1
21/08/10,Arsenal,Blackpool,6.0,0.0,H,6.0,2.0,6.0,2.0,1,3,D,M,M,M,M,W,M,M,M,M,4.0,19.0,2
21/08/10,Birmingham,Blackburn,2.0,1.0,H,2.0,1.0,2.0,1.0,1,3,D,M,M,M,M,W,M,M,M,M,18.0,15.0,2
21/08/10,Everton,Wolves,1.0,1.0,D,1.0,2.0,1.0,2.0,0,3,L,M,M,M,M,W,M,M,M,M,7.0,17.0,2
21/08/10,Stoke,Tottenham,1.0,2.0,A,1.0,0.0,1.0,0.0,0,1,L,M,M,M,M,D,M,M,M,M,13.0,5.0,2
21/08/10,West Brom,Sunderland,1.0,0.0,H,1.0,2.0,1.0,2.0,0,1,L,M,M,M,M,D,M,M,M,M,11.0,10.0,2
21/08/10,West Ham,Bolton,1.0,3.0,A,1.0,0.0,1.0,0.0,0,1,L,M,M,M,M,D,M,M,M,M,20.0,14.0,2
21/08/10,Wigan,Chelsea,0.0,6.0,A,0.0,6.0,0.0,6.0,0,3,L,M,M,M,M,W,M,M,M,M,16.0,2.0,2
22/08/10,Fulham,Man United,2.0,2.0,D,2.0,3.0,2.0,3.0,1,3,D,M,M,M,M,W,M,M,M,M,8.0,1.0,2
22/08/10,Newcastle,Aston Villa,6.0,0.0,H,6.0,3.0,6.0,3.0,0,3,L,M,M,M,M,W,M,M,M,M,12.0,9.0,2
23/08/10,Man City,Liverpool,3.0,0.0,H,3.0,1.0,3.0,1.0,1,1,D,M,M,M,M,D,M,M,M,M,3.0,6.0,2
28/08/10,Blackburn,Arsenal,1.0,2.0,A,1.0,6.0,1.0,6.0,3,4,L,W,M,M,M,W,D,M,M,M,15.0,4.0,3
28/08/10,Blackpool,Fulham,2.0,2.0,D,4.0,4.0,4.0,4.0,3,2,L,W,M,M,M,D,D,M,M,M,19.0,8.0,3
28/08/10,Chelsea,Stoke,2.0,0.0,H,6.0,3.0,6.0,3.0,6,0,W,W,M,M,M,L,L,M,M,M,2.0,13.0,3
28/08/10,Man United,West Ham,3.0,0.0,H,3.0,4.0,3.0,4.0,4,0,D,W,M,M,M,L,L,M,M,M,1.0,20.0,3
28/08/10,Tottenham,Wigan,0.0,1.0,A,0.0,4.0,0.0,4.0,4,0,W,D,M,M,M,L,L,M,M,M,5.0,16.0,3
28/08/10,Wolves,Newcastle,1.0,1.0,D,3.0,6.0,3.0,6.0,4,3,D,W,M,M,M,W,L,M,M,M,17.0,12.0,3
29/08/10,Aston Villa,Everton,1.0,0.0,H,3.0,2.0,3.0,2.0,3,1,L,W,M,M,M,D,L,M,M,M,9.0,7.0,3
29/08/10,Bolton,Birmingham,2.0,2.0,D,0.0,3.0,0.0,3.0,4,4,W,D,M,M,M,W,D,M,M,M,14.0,18.0,3
29/08/10,Liverpool,West Brom,1.0,0.0,H,2.0,1.0,2.0,1.0,1,3,L,D,M,M,M,W,L,M,M,M,6.0,11.0,3
29/08/10,Sunderland,Man City,1.0,0.0,H,4.0,3.0,4.0,3.0,1,4,L,D,M,M,M,W,D,M,M,M,10.0,3.0,3
11/09/10,Arsenal,Bolton,4.0,1.0,H,10.0,2.0,10.0,2.0,7,5,W,W,D,M,M,D,W,D,M,M,4.0,14.0,4
11/09/10,Everton,Man United,3.0,3.0,D,5.0,6.0,5.0,6.0,1,7,L,D,L,M,M,W,D,W,M,M,7.0,1.0,4
11/09/10,Fulham,Wolves,2.0,1.0,H,6.0,4.0,6.0,4.0,3,5,D,D,D,M,M,D,D,W,M,M,8.0,17.0,4
11/09/10,Man City,Blackburn,1.0,1.0,D,4.0,2.0,4.0,2.0,4,3,L,W,D,M,M,L,L,W,M,M,3.0,15.0,4
11/09/10,Newcastle,Blackpool,0.0,2.0,A,6.0,5.0,6.0,5.0,4,4,D,W,L,M,M,D,L,W,M,M,12.0,19.0,4
11/09/10,West Brom,Tottenham,1.0,1.0,D,2.0,0.0,2.0,0.0,3,4,L,W,L,M,M,L,W,D,M,M,11.0,5.0,4
11/09/10,West Ham,Chelsea,1.0,3.0,A,5.0,8.0,5.0,8.0,0,9,L,L,L,M,M,W,W,W,M,M,20.0,2.0,4
11/09/10,Wigan,Sunderland,1.0,1.0,D,4.0,5.0,4.0,5.0,3,4,W,L,L,M,M,W,L,D,M,M,16.0,10.0,4
12/09/10,Birmingham,Liverpool,0.0,0.0,D,3.0,3.0,3.0,3.0,5,4,D,W,D,M,M,W,L,D,M,M,18.0,6.0,4
13/09/10,Stoke,Aston Villa,2.0,1.0,H,5.0,4.0,5.0,4.0,0,6,L,L,L,M,M,W,L,W,M,M,13.0,9.0,4
18/09/10,Aston Villa,Bolton,1.0,1.0,D,4.0,4.0,4.0,4.0,6,5,L,W,L,W,M,L,D,W,D,M,9.0,14.0,5
18/09/10,Blackburn,Fulham,1.0,1.0,D,4.0,7.0,4.0,7.0,4,6,D,L,L,W,M,W,D,D,D,M,15.0,8.0,5
18/09/10,Everton,Newcastle,0.0,1.0,A,8.0,8.0,8.0,8.0,2,4,D,L,D,L,M,L,D,W,L,M,7.0,12.0,5
18/09/10,Stoke,West Ham,1.0,1.0,D,6.0,8.0,6.0,8.0,3,0,W,L,L,L,M,L,L,L,L,M,13.0,20.0,5
18/09/10,Sunderland,Arsenal,1.0,1.0,D,5.0,11.0,5.0,11.0,5,10,D,W,L,D,M,W,W,W,D,M,10.0,4.0,5
18/09/10,Tottenham,Wolves,3.0,1.0,H,1.0,5.0,1.0,5.0,5,5,D,L,W,D,M,L,D,D,W,M,5.0,17.0,5
18/09/10,West Brom,Birmingham,3.0,1.0,H,3.0,3.0,3.0,3.0,4,6,D,L,W,L,M,D,D,W,D,M,11.0,18.0,5
19/09/10,Chelsea,Blackpool,4.0,0.0,H,8.0,7.0,8.0,7.0,12,7,W,W,W,W,M,W,D,L,W,M,2.0,19.0,5
19/09/10,Man United,Liverpool,3.0,2.0,H,6.0,3.0,6.0,3.0,8,5,D,W,D,W,M,D,W,L,D,M,1.0,6.0,5
19/09/10,Wigan,Man City,0.0,2.0,A,10.0,5.0,10.0,5.0,4,5,D,W,L,L,M,D,L,W,D,M,16.0,3.0,5
25/09/10,Arsenal,West Brom,2.0,3.0,A,13.0,6.0,13.0,6.0,11,7,D,W,W,W,D,W,D,L,W,L,4.0,11.0,6
25/09/10,Birmingham,Wigan,0.0,0.0,D,3.0,11.0,3.0,11.0,6,4,L,D,D,W,D,L,D,W,L,L,18.0,16.0,6
25/09/10,Blackpool,Blackburn,1.0,2.0,A,9.0,5.0,9.0,5.0,7,5,L,W,D,L,W,D,D,L,L,W,19.0,15.0,6
25/09/10,Fulham,Everton,0.0,0.0,D,7.0,8.0,7.0,8.0,7,2,D,W,D,D,D,L,D,L,D,L,8.0,7.0,6
25/09/10,Liverpool,Sunderland,2.0,2.0,D,5.0,6.0,5.0,6.0,5,6,L,D,W,L,D,D,D,W,L,D,6.0,10.0,6
25/09/10,Man City,Chelsea,1.0,0.0,H,6.0,12.0,6.0,12.0,8,15,W,D,L,W,D,W,W,W,W,W,3.0,2.0,6
25/09/10,West Ham,Tottenham,1.0,0.0,H,9.0,4.0,9.0,4.0,1,8,D,L,L,L,L,W,D,L,W,D,20.0,5.0,6
26/09/10,Bolton,Man United,2.0,2.0,D,6.0,9.0,6.0,9.0,6,11,D,L,D,W,D,W,D,W,D,W,14.0,1.0,6
26/09/10,Newcastle,Stoke,1.0,2.0,A,9.0,7.0,9.0,7.0,7,4,W,L,D,W,L,D,W,L,L,L,12.0,13.0,6
26/09/10,Wolves,Aston Villa,1.0,2.0,A,6.0,5.0,6.0,5.0,5,7,L,L,D,D,W,D,L,W,L,W,17.0,9.0,6
02/10/10,Birmingham,Everton,0.0,2.0,A,3.0,9.0,3.0,9.0,7,3,D,L,D,D,W,D,L,D,L,D,18.0,7.0,7
02/10/10,Stoke,Blackburn,1.0,0.0,H,8.0,6.0,8.0,6.0,7,8,W,D,W,L,L,W,D,D,L,L,13.0,15.0,7
02/10/10,Sunderland,Man United,0.0,0.0,D,7.0,11.0,7.0,11.0,7,12,D,D,D,W,L,D,W,D,W,D,10.0,1.0,7
02/10/10,Tottenham,Aston Villa,2.0,1.0,H,5.0,6.0,5.0,6.0,8,10,L,W,D,L,W,W,D,L,W,L,5.0,9.0,7
02/10/10,West Brom,Bolton,1.0,1.0,D,7.0,8.0,7.0,8.0,10,7,W,W,D,L,W,D,D,L,D,W,11.0,14.0,7
02/10/10,West Ham,Fulham,1.0,1.0,D,9.0,7.0,9.0,7.0,4,8,W,D,L,L,L,D,D,W,D,D,20.0,8.0,7
02/10/10,Wigan,Wolves,2.0,0.0,H,12.0,8.0,12.0,8.0,5,5,D,L,D,W,L,L,L,L,D,D,16.0,17.0,7
03/10/10,Chelsea,Arsenal,2.0,0.0,H,12.0,16.0,12.0,16.0,15,11,L,W,W,W,W,L,D,W,W,W,2.0,4.0,7
03/10/10,Liverpool,Blackpool,1.0,2.0,A,7.0,12.0,7.0,12.0,6,7,D,L,D,W,L,L,L,W,D,L,6.0,19.0,7
03/10/10,Man City,Newcastle,2.0,1.0,H,6.0,11.0,6.0,11.0,11,7,W,W,D,L,W,L,W,L,D,W,3.0,12.0,7
16/10/10,Arsenal,Birmingham,2.0,1.0,H,18.0,3.0,18.0,3.0,11,7,L,L,D,W,W,L,D,L,D,D,4.0,18.0,8
16/10/10,Aston Villa,Chelsea,0.0,0.0,D,6.0,14.0,6.0,14.0,10,18,L,W,D,L,W,W,L,W,W,W,9.0,2.0,8
16/10/10,Bolton,Stoke,2.0,1.0,H,10.0,9.0,10.0,9.0,8,10,D,D,D,L,D,W,W,D,W,L,14.0,13.0,8
16/10/10,Fulham,Tottenham,1.0,2.0,A,8.0,7.0,8.0,7.0,9,11,D,D,D,W,D,W,L,W,D,L,8.0,5.0,8
16/10/10,Man United,West Brom,2.0,2.0,D,13.0,8.0,13.0,8.0,13,11,D,D,W,D,W,D,W,W,D,L,1.0,11.0,8
16/10/10,Newcastle,Wigan,2.0,2.0,D,13.0,12.0,13.0,12.0,7,8,L,L,W,L,D,W,D,L,D,W,12.0,16.0,8
16/10/10,Wolves,West Ham,1.0,1.0,D,9.0,10.0,9.0,10.0,5,5,L,L,L,L,D,D,W,D,L,L,17.0,20.0,8
17/10/10,Blackpool,Man City,2.0,3.0,A,14.0,8.0,14.0,8.0,10,14,W,L,L,W,D,W,W,W,D,L,19.0,3.0,8
17/10/10,Everton,Liverpool,2.0,0.0,H,11.0,8.0,11.0,8.0,6,6,W,D,L,D,L,L,D,L,D,W,7.0,6.0,8
18/10/10,Blackburn,Sunderland,0.0,0.0,D,6.0,7.0,6.0,7.0,8,8,L,W,D,D,L,D,D,D,D,W,15.0,10.0,8
23/10/10,Birmingham,Blackpool,2.0,0.0,H,5.0,15.0,5.0,15.0,7,10,L,L,D,L,D,L,W,L,L,W,18.0,19.0,9
23/10/10,Chelsea,Wolves,2.0,0.0,H,14.0,10.0,14.0,10.0,19,6,D,W,L,W,W,D,L,L,L,L,2.0,17.0,9
23/10/10,Sunderland,Aston Villa,1.0,0.0,H,7.0,6.0,7.0,6.0,9,11,D,D,D,D,D,D,L,W,D,L,10.0,9.0,9
23/10/10,Tottenham,Everton,1.0,1.0,D,8.0,11.0,8.0,11.0,14,9,W,W,L,W,D,W,W,D,L,D,5.0,7.0,9
23/10/10,West Brom,Fulham,2.0,1.0,H,9.0,10.0,9.0,10.0,12,9,D,D,W,W,D,L,D,D,D,W,11.0,8.0,9
23/10/10,West Ham,Newcastle,1.0,2.0,A,11.0,15.0,11.0,15.0,6,8,D,D,W,D,L,D,L,L,W,L,20.0,12.0,9
23/10/10,Wigan,Bolton,1.0,1.0,D,14.0,11.0,14.0,11.0,9,11,D,W,D,L,D,W,D,D,D,L,16.0,14.0,9
24/10/10,Liverpool,Blackburn,2.0,1.0,H,10.0,6.0,10.0,6.0,6,9,L,L,D,L,D,D,L,W,D,D,6.0,15.0,9
24/10/10,Man City,Arsenal,0.0,3.0,A,9.0,19.0,9.0,19.0,17,14,W,W,W,W,D,W,L,L,D,W,3.0,4.0,9
24/10/10,Stoke,Man United,1.0,2.0,A,9.0,15.0,9.0,15.0,10,14,L,W,W,D,W,D,D,D,W,D,13.0,1.0,9
30/10/10,Arsenal,West Ham,1.0,0.0,H,20.0,12.0,20.0,12.0,17,6,W,W,L,L,D,L,D,D,W,D,4.0,20.0,10
30/10/10,Blackburn,Chelsea,1.0,2.0,A,7.0,16.0,7.0,16.0,9,22,L,D,L,W,D,W,D,W,L,W,15.0,2.0,10
30/10/10,Everton,Stoke,1.0,0.0,H,12.0,10.0,12.0,10.0,10,10,D,W,W,D,L,L,L,W,W,D,7.0,13.0,10
30/10/10,Fulham,Wigan,2.0,0.0,H,12.0,16.0,12.0,16.0,9,10,L,L,D,D,D,D,D,W,D,L,8.0,16.0,10
30/10/10,Man United,Tottenham,2.0,0.0,H,17.0,9.0,17.0,9.0,17,15,W,D,D,D,W,D,W,W,L,W,1.0,5.0,10
30/10/10,Wolves,Man City,2.0,1.0,H,12.0,9.0,12.0,9.0,6,17,L,D,L,L,L,L,W,W,W,W,17.0,3.0,10
31/10/10,Aston Villa,Birmingham,0.0,0.0,D,6.0,7.0,6.0,7.0,11,10,L,D,L,W,D,W,L,L,D,L,9.0,18.0,10
31/10/10,Bolton,Liverpool,0.0,1.0,A,11.0,12.0,11.0,12.0,12,9,D,W,D,D,D,W,L,L,D,L,14.0,6.0,10
31/10/10,Newcastle,Sunderland,5.0,1.0,H,20.0,8.0,20.0,8.0,11,12,W,D,L,L,W,W,D,D,D,D,12.0,10.0,10
01/11/10,Blackpool,West Brom,2.0,1.0,H,17.0,11.0,17.0,11.0,10,15,L,L,W,L,L,W,D,D,W,W,19.0,11.0,10
06/11/10,Birmingham,West Ham,2.0,2.0,D,7.0,14.0,7.0,14.0,11,6,D,W,L,L,D,L,L,D,D,W,18.0,20.0,11
06/11/10,Blackburn,Wigan,2.0,1.0,H,9.0,16.0,9.0,16.0,9,10,L,L,D,L,W,L,D,D,W,D,15.0,16.0,11
06/11/10,Blackpool,Everton,2.0,2.0,D,19.0,12.0,19.0,12.0,13,13,W,L,L,W,L,W,D,W,W,D,19.0,7.0,11
06/11/10,Bolton,Tottenham,4.0,2.0,H,12.0,10.0,12.0,10.0,12,15,L,D,W,D,D,L,D,W,W,L,14.0,5.0,11
06/11/10,Fulham,Aston Villa,1.0,1.0,D,12.0,6.0,12.0,6.0,12,12,W,L,L,D,D,D,L,D,L,W,8.0,9.0,11
06/11/10,Man United,Wolves,2.0,1.0,H,17.0,13.0,17.0,13.0,20,9,W,W,D,D,D,W,L,D,L,L,1.0,17.0,11
06/11/10,Sunderland,Stoke,2.0,0.0,H,8.0,12.0,8.0,12.0,12,10,L,W,D,D,D,L,L,L,W,W,10.0,13.0,11
07/11/10,Arsenal,Newcastle,0.0,1.0,A,20.0,21.0,20.0,21.0,20,14,W,W,W,L,L,W,W,D,L,L,4.0,12.0,11
07/11/10,Liverpool,Chelsea,2.0,0.0,H,13.0,16.0,13.0,16.0,12,25,W,W,L,L,D,W,W,D,W,L,6.0,2.0,11
07/11/10,West Brom,Man City,0.0,2.0,A,12.0,12.0,12.0,12.0,15,17,L,W,D,D,W,L,L,W,W,W,11.0,3.0,11
09/11/10,Stoke,Birmingham,3.0,2.0,H,15.0,9.0,15.0,9.0,10,12,L,L,L,L,W,D,D,W,L,L,13.0,18.0,12
09/11/10,Tottenham,Sunderland,1.0,1.0,D,11.0,10.0,11.0,10.0,15,15,L,L,D,W,W,W,L,W,D,D,5.0,10.0,12
10/11/10,Aston Villa,Blackpool,3.0,2.0,H,9.0,21.0,9.0,21.0,13,14,D,D,L,D,L,D,W,L,L,W,9.0,19.0,12
10/11/10,Chelsea,Fulham,1.0,0.0,H,17.0,13.0,17.0,13.0,25,13,L,W,W,D,W,D,W,L,L,D,2.0,8.0,12
10/11/10,Everton,Bolton,1.0,1.0,D,13.0,16.0,13.0,16.0,14,15,D,W,D,W,W,W,L,D,W,D,7.0,14.0,12
10/11/10,Man City,Man United,0.0,0.0,D,12.0,19.0,12.0,19.0,20,23,W,L,L,W,W,W,W,W,D,D,3.0,1.0,12
10/11/10,Newcastle,Blackburn,1.0,2.0,A,22.0,11.0,22.0,11.0,17,12,W,W,W,D,L,W,L,L,D,L,12.0,15.0,12
10/11/10,West Ham,West Brom,2.0,2.0,D,16.0,12.0,16.0,12.0,7,15,D,L,L,D,D,L,L,W,D,D,20.0,11.0,12
10/11/10,Wigan,Liverpool,1.0,1.0,D,17.0,15.0,17.0,15.0,10,15,L,L,D,D,W,W,W,W,L,L,16.0,6.0,12
10/11/10,Wolves,Arsenal,0.0,2.0,A,13.0,20.0,13.0,20.0,9,20,L,W,L,D,L,L,W,W,W,L,17.0,4.0,12
13/11/10,Aston Villa,Man United,2.0,2.0,D,11.0,20.0,11.0,20.0,16,24,W,D,D,L,D,D,W,W,W,D,9.0,1.0,13
13/11/10,Man City,Birmingham,0.0,0.0,D,12.0,11.0,12.0,11.0,21,12,D,W,L,L,W,L,D,D,W,L,3.0,18.0,13
13/11/10,Newcastle,Fulham,0.0,0.0,D,24.0,14.0,24.0,14.0,17,13,L,W,W,W,D,L,D,W,L,L,12.0,8.0,13
13/11/10,Stoke,Liverpool,2.0,0.0,H,17.0,15.0,17.0,15.0,13,16,W,L,L,L,L,D,W,W,W,L,13.0,6.0,13
13/11/10,Tottenham,Blackburn,4.0,2.0,H,12.0,12.0,12.0,12.0,16,15,D,L,L,D,W,W,W,L,L,D,5.0,15.0,13
13/11/10,West Ham,Blackpool,0.0,0.0,D,18.0,22.0,18.0,22.0,8,14,D,D,L,L,D,L,D,W,L,L,20.0,19.0,13
13/11/10,Wigan,West Brom,1.0,0.0,H,18.0,14.0,18.0,14.0,11,16,D,L,L,D,D,D,L,L,W,D,16.0,11.0,13
13/11/10,Wolves,Bolton,2.0,3.0,A,15.0,18.0,15.0,18.0,9,16,L,L,W,L,D,D,W,L,D,W,17.0,14.0,13
14/11/10,Chelsea,Sunderland,0.0,3.0,A,17.0,10.0,17.0,10.0,28,16,W,L,W,W,D,D,W,L,W,D,2.0,10.0,13
14/11/10,Everton,Arsenal,1.0,2.0,A,14.0,21.0,14.0,21.0,15,23,D,D,W,D,W,W,L,W,W,W,7.0,4.0,13
20/11/10,Arsenal,Tottenham,2.0,3.0,A,23.0,16.0,23.0,16.0,26,19,W,W,L,W,W,W,D,L,L,D,4.0,5.0,14
20/11/10,Birmingham,Chelsea,1.0,0.0,H,12.0,17.0,12.0,17.0,13,28,D,L,D,D,W,L,W,L,W,W,18.0,2.0,14
20/11/10,Blackpool,Wolves,2.0,1.0,H,23.0,17.0,23.0,17.0,15,9,D,L,D,W,L,L,L,L,W,L,19.0,17.0,14
20/11/10,Bolton,Newcastle,5.0,1.0,H,23.0,24.0,23.0,24.0,19,18,W,D,W,L,D,D,L,W,W,W,14.0,12.0,14
20/11/10,Liverpool,West Ham,3.0,0.0,H,18.0,18.0,18.0,18.0,16,9,L,D,W,W,W,D,D,D,L,L,6.0,20.0,14
20/11/10,Man United,Wigan,2.0,0.0,H,22.0,19.0,22.0,19.0,25,14,D,D,W,W,W,W,D,L,L,D,1.0,16.0,14
20/11/10,West Brom,Stoke,0.0,3.0,A,14.0,19.0,14.0,19.0,16,16,L,D,L,L,W,W,W,L,L,L,11.0,13.0,14
21/11/10,Blackburn,Aston Villa,2.0,0.0,H,14.0,13.0,14.0,13.0,15,17,L,W,W,L,L,D,W,D,D,L,15.0,9.0,14
21/11/10,Fulham,Man City,1.0,4.0,A,15.0,12.0,15.0,12.0,14,22,D,L,D,W,L,D,D,W,L,L,8.0,3.0,14
22/11/10,Sunderland,Everton,2.0,2.0,D,12.0,15.0,12.0,15.0,19,15,W,D,W,L,W,L,D,D,W,D,10.0,7.0,14
27/11/10,Aston Villa,Arsenal,2.0,4.0,A,15.0,26.0,15.0,26.0,17,26,L,D,W,D,D,L,W,W,L,W,9.0,4.0,15
27/11/10,Bolton,Blackpool,2.0,2.0,D,24.0,25.0,24.0,25.0,22,18,W,W,D,W,L,W,D,L,D,W,14.0,19.0,15
27/11/10,Everton,West Brom,1.0,4.0,A,17.0,17.0,17.0,17.0,16,16,D,L,D,D,W,L,L,D,L,L,7.0,11.0,15
27/11/10,Fulham,Birmingham,1.0,1.0,D,19.0,12.0,19.0,12.0,14,16,L,D,L,D,W,W,D,L,D,D,8.0,18.0,15
27/11/10,Man United,Blackburn,7.0,1.0,H,22.0,14.0,22.0,14.0,28,18,W,D,D,W,W,W,L,W,W,L,1.0,15.0,15
27/11/10,Stoke,Man City,1.0,1.0,D,19.0,12.0,19.0,12.0,19,25,W,W,W,L,L,W,D,D,W,L,13.0,3.0,15
27/11/10,West Ham,Wigan,3.0,1.0,H,18.0,20.0,18.0,20.0,9,14,L,D,D,D,L,L,W,D,L,L,20.0,16.0,15
27/11/10,Wolves,Sunderland,3.0,2.0,H,20.0,14.0,20.0,14.0,9,20,L,L,L,L,W,D,W,D,W,L,17.0,10.0,15
28/11/10,Newcastle,Chelsea,1.0,1.0,D,24.0,20.0,24.0,20.0,18,28,L,D,L,W,W,L,L,W,L,W,12.0,2.0,15
28/11/10,Tottenham,Liverpool,2.0,1.0,H,18.0,18.0,18.0,18.0,22,19,W,W,D,L,L,W,L,D,W,W,5.0,6.0,15
04/12/10,Arsenal,Fulham,2.0,1.0,H,28.0,20.0,28.0,20.0,29,15,W,L,W,W,L,D,L,D,L,D,4.0,8.0,16
04/12/10,Birmingham,Tottenham,1.0,1.0,D,13.0,20.0,13.0,20.0,17,25,D,W,D,L,D,W,W,W,D,L,18.0,5.0,16
04/12/10,Blackburn,Wolves,3.0,0.0,H,17.0,23.0,17.0,23.0,18,12,L,W,L,W,W,W,L,L,L,L,15.0,17.0,16
04/12/10,Chelsea,Everton,1.0,1.0,D,21.0,18.0,21.0,18.0,29,16,D,L,L,W,L,L,D,L,D,D,2.0,7.0,16
04/12/10,Man City,Bolton,1.0,0.0,H,13.0,26.0,13.0,26.0,26,23,D,W,D,D,W,D,W,W,D,W,3.0,14.0,16
04/12/10,Wigan,Stoke,2.0,2.0,D,21.0,20.0,21.0,20.0,14,20,L,L,W,D,L,D,W,W,W,L,16.0,13.0,16
05/12/10,Sunderland,West Ham,1.0,0.0,H,15.0,21.0,15.0,21.0,20,12,L,D,W,D,W,W,L,D,D,D,10.0,20.0,16
05/12/10,West Brom,Newcastle,3.0,1.0,H,20.0,25.0,20.0,25.0,19,19,W,L,L,D,L,D,L,D,L,W,11.0,12.0,16
06/12/10,Liverpool,Aston Villa,3.0,0.0,H,21.0,17.0,21.0,17.0,19,17,L,W,L,D,W,L,L,D,W,D,6.0,9.0,16
11/12/10,Aston Villa,West Brom,2.0,1.0,H,17.0,20.0,17.0,20.0,17,19,L,L,D,W,D,W,L,L,D,L,9.0,11.0,16
11/12/10,Everton,Wigan,0.0,0.0,D,22.0,21.0,22.0,21.0,17,15,D,L,D,L,D,D,L,L,W,D,7.0,16.0,17
11/12/10,Fulham,Sunderland,0.0,0.0,D,21.0,15.0,21.0,15.0,15,23,L,D,L,D,L,W,L,D,W,D,8.0,10.0,17
11/12/10,Newcastle,Liverpool,3.0,1.0,H,26.0,21.0,26.0,21.0,19,22,L,D,L,D,L,W,L,W,L,D,12.0,6.0,17
11/12/10,Stoke,Blackpool,0.0,1.0,A,21.0,28.0,21.0,28.0,21,22,D,D,W,W,W,W,D,W,D,L,13.0,19.0,17
11/12/10,West Ham,Man City,1.0,3.0,A,22.0,13.0,22.0,13.0,12,29,L,W,L,D,D,W,D,W,D,D,20.0,3.0,17
12/12/10,Bolton,Blackburn,2.0,1.0,H,28.0,17.0,28.0,17.0,23,21,L,D,W,W,D,W,L,W,L,W,14.0,15.0,17
12/12/10,Tottenham,Chelsea,1.0,1.0,D,21.0,22.0,21.0,22.0,26,30,D,W,W,W,D,D,D,L,L,W,5.0,2.0,17
12/12/10,Wolves,Birmingham,1.0,0.0,H,25.0,14.0,25.0,14.0,12,18,L,W,L,L,L,D,D,W,D,L,17.0,18.0,17
13/12/10,Man United,Arsenal,1.0,0.0,H,30.0,29.0,30.0,29.0,34,32,W,W,W,D,D,W,W,L,W,W,1.0,4.0,17
18/12/10,Blackburn,West Ham,1.0,1.0,D,17.0,22.0,17.0,22.0,21,12,W,L,W,L,W,L,W,L,D,D,15.0,20.0,17
18/12/10,Sunderland,Bolton,1.0,0.0,H,16.0,30.0,16.0,30.0,24,26,D,W,L,D,W,W,L,D,W,W,10.0,14.0,18
20/12/10,Man City,Everton,1.0,2.0,A,14.0,22.0,14.0,22.0,32,18,W,W,D,W,D,D,D,L,D,L,3.0,7.0,18
26/12/10,Aston Villa,Tottenham,1.0,2.0,A,23.0,22.0,23.0,22.0,20,27,W,L,L,L,D,D,D,W,W,W,9.0,5.0,18
26/12/10,Blackburn,Stoke,0.0,2.0,A,18.0,21.0,18.0,21.0,21,21,L,W,L,W,L,L,D,D,W,W,15.0,13.0,18
26/12/10,Bolton,West Brom,2.0,0.0,H,30.0,22.0,30.0,22.0,26,22,W,L,D,W,W,L,W,W,L,L,14.0,11.0,18
26/12/10,Fulham,West Ham,1.0,3.0,A,21.0,23.0,21.0,23.0,16,12,D,L,D,L,D,L,L,W,L,D,8.0,20.0,18
26/12/10,Man United,Sunderland,2.0,0.0,H,31.0,16.0,31.0,16.0,37,24,W,W,W,W,D,D,W,L,D,W,1.0,10.0,18
26/12/10,Newcastle,Man City,1.0,3.0,A,29.0,14.0,29.0,14.0,22,32,W,L,D,L,D,W,W,D,W,D,12.0,3.0,18
26/12/10,Wolves,Wigan,1.0,2.0,A,26.0,23.0,26.0,23.0,15,16,W,L,W,L,L,D,D,L,L,W,17.0,16.0,18
27/12/10,Arsenal,Chelsea,3.0,1.0,H,32.0,23.0,32.0,23.0,32,31,L,W,W,L,W,D,D,D,L,L,4.0,2.0,18
