Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HomeTeamLP,AwayTeamLP,MW
12/12/11,Chelsea,Man City,2.0,1.0,H,30.0,28.0,30.0,28.0,28,38,W,W,L,W,L,W,D,W,W,W,6.0,1.0,15
17/12/11,Blackburn,West Brom,1.0,2.0,A,25.0,15.0,25.0,15.0,10,15,W,L,D,L,D,D,L,W,L,L,18.0,10.0,15
17/12/11,Everton,Norwich,1.0,1.0,D,17.0,26.0,17.0,26.0,17,19,D,L,L,W,W,W,L,W,L,L,7.0,11.0,16
17/12/11,Fulham,Bolton,2.0,0.0,H,23.0,29.0,23.0,29.0,15,9,L,W,D,D,L,L,L,L,L,W,8.0,16.0,16
17/12/11,Newcastle,Swansea,0.0,0.0,D,18.0,12.0,18.0,12.0,26,17,L,L,D,L,W,W,L,D,L,D,5.0,12.0,16
17/12/11,Wigan,Chelsea,1.0,1.0,D,24.0,32.0,24.0,32.0,12,31,W,L,W,D,L,W,W,W,L,W,15.0,6.0,16
17/12/11,Wolves,Stoke,1.0,2.0,A,22.0,20.0,22.0,20.0,14,21,L,W,L,L,W,W,W,W,L,L,20.0,13.0,16
18/12/11,Aston Villa,Liverpool,0.0,2.0,A,17.0,16.0,17.0,16.0,19,26,W,L,D,L,W,W,L,D,W,D,19.0,9.0,16
18/12/11,Man City,Arsenal,1.0,0.0,H,29.0,19.0,29.0,19.0,38,29,L,W,D,W,W,W,W,D,W,W,1.0,3.0,16
18/12/11,QPR,Man United,0.0,2.0,A,16.0,33.0,16.0,33.0,16,36,L,D,L,W,L,W,W,D,W,W,17.0,2.0,16
18/12/11,Tottenham,Sunderland,1.0,0.0,H,24.0,21.0,24.0,21.0,34,14,W,L,W,W,W,W,L,L,D,L,4.0,14.0,16
20/12/11,Blackburn,Bolton,1.0,2.0,A,26.0,29.0,26.0,29.0,10,9,L,W,L,D,L,L,L,L,L,W,18.0,16.0,16
20/12/11,Wolves,Norwich,2.0,2.0,D,24.0,28.0,24.0,28.0,14,20,L,L,W,L,L,D,W,L,W,L,20.0,11.0,17
21/12/11,Aston Villa,Arsenal,1.0,2.0,A,19.0,19.0,19.0,19.0,19,29,L,W,L,D,L,L,W,W,D,W,19.0,3.0,17
21/12/11,Everton,Swansea,1.0,0.0,H,18.0,12.0,18.0,12.0,20,18,W,D,L,L,W,D,W,L,D,L,7.0,12.0,17
21/12/11,Fulham,Man United,0.0,5.0,A,23.0,34.0,23.0,34.0,18,39,W,L,W,D,D,W,W,W,D,W,8.0,2.0,17
21/12/11,Man City,Stoke,3.0,0.0,H,29.0,21.0,29.0,21.0,41,24,W,L,W,D,W,W,W,W,W,L,1.0,13.0,17
21/12/11,Newcastle,West Brom,2.0,3.0,A,18.0,18.0,18.0,18.0,27,18,D,L,L,D,L,W,L,D,L,W,5.0,10.0,17
21/12/11,QPR,Sunderland,2.0,3.0,A,18.0,22.0,18.0,22.0,16,14,L,L,D,L,W,L,W,L,L,D,17.0,14.0,17
21/12/11,Wigan,Liverpool,0.0,0.0,D,25.0,16.0,25.0,16.0,13,29,D,W,L,W,D,W,W,L,D,W,15.0,9.0,17
22/12/11,Tottenham,Chelsea,1.0,1.0,D,25.0,33.0,25.0,33.0,35,32,D,W,L,W,W,D,W,W,W,L,4.0,6.0,17
26/12/11,Bolton,Newcastle,0.0,2.0,A,31.0,18.0,31.0,18.0,9,27,L,L,L,L,L,D,L,L,D,L,16.0,5.0,17
26/12/11,Chelsea,Fulham,1.0,1.0,D,34.0,23.0,34.0,23.0,33,18,D,D,W,W,W,L,W,L,W,D,6.0,8.0,18
26/12/11,Liverpool,Blackburn,1.0,1.0,D,17.0,29.0,17.0,29.0,30,10,D,W,W,L,D,L,L,L,W,L,9.0,18.0,18
26/12/11,Man United,Wigan,5.0,0.0,H,39.0,25.0,39.0,25.0,42,14,W,W,W,W,D,D,D,W,L,W,2.0,15.0,18
26/12/11,Stoke,Aston Villa,0.0,0.0,D,21.0,20.0,21.0,20.0,24,19,L,W,W,W,W,L,L,W,L,D,13.0,19.0,18
26/12/11,Sunderland,Everton,1.0,1.0,D,23.0,19.0,23.0,19.0,17,21,W,L,W,L,L,D,W,D,L,L,14.0,7.0,18
26/12/11,West Brom,Man City,0.0,0.0,D,18.0,32.0,18.0,32.0,21,44,W,W,L,D,L,W,W,L,W,D,10.0,1.0,18
27/12/11,Arsenal,Wolves,1.0,1.0,D,20.0,26.0,20.0,26.0,32,15,W,L,W,W,D,D,L,L,W,L,3.0,20.0,18
27/12/11,Norwich,Tottenham,0.0,2.0,A,28.0,26.0,28.0,26.0,21,38,D,D,W,L,W,W,D,W,L,W,11.0,4.0,18
27/12/11,Swansea,QPR,1.0,1.0,D,13.0,20.0,13.0,20.0,18,16,L,D,W,L,D,L,L,L,D,L,12.0,17.0,18
30/12/11,Liverpool,Newcastle,3.0,1.0,H,17.0,20.0,17.0,20.0,30,27,D,W,W,L,D,L,D,L,L,D,9.0,5.0,18
31/12/11,Arsenal,QPR,1.0,0.0,H,21.0,23.0,21.0,23.0,33,17,D,W,L,W,W,D,L,L,L,D,3.0,17.0,19
31/12/11,Bolton,Wolves,1.0,1.0,D,33.0,28.0,33.0,28.0,12,16,L,W,L,L,L,D,D,L,L,W,16.0,20.0,19
31/12/11,Chelsea,Aston Villa,1.0,3.0,A,35.0,22.0,35.0,22.0,34,20,D,D,D,W,W,D,L,L,W,L,6.0,19.0,19
31/12/11,Man United,Blackburn,2.0,3.0,A,39.0,31.0,39.0,31.0,45,11,W,W,W,W,W,D,L,L,L,W,2.0,18.0,19
31/12/11,Norwich,Fulham,1.0,1.0,D,30.0,28.0,30.0,28.0,21,19,L,D,D,W,L,D,L,W,L,W,11.0,8.0,19
31/12/11,Stoke,Wigan,2.0,2.0,D,21.0,25.0,21.0,25.0,25,14,D,L,W,W,W,L,D,D,W,L,13.0,15.0,19
31/12/11,Swansea,Tottenham,1.0,1.0,D,14.0,26.0,14.0,26.0,19,39,D,L,D,W,L,D,W,D,W,L,12.0,4.0,19
01/01/12,Sunderland,Man City,1.0,0.0,H,24.0,32.0,24.0,32.0,18,45,D,W,L,W,L,D,W,W,L,W,14.0,1.0,19
01/01/12,West Brom,Everton,0.0,1.0,A,18.0,19.0,18.0,19.0,22,24,D,W,W,L,D,W,D,W,D,L,10.0,7.0,19
02/01/12,Aston Villa,Swansea,0.0,2.0,A,22.0,14.0,22.0,14.0,20,19,D,L,L,W,L,D,L,D,W,L,19.0,12.0,19
02/01/12,Blackburn,Stoke,1.0,2.0,A,32.0,23.0,32.0,23.0,14,26,W,D,L,L,L,D,D,L,W,W,18.0,13.0,20
02/01/12,Fulham,Arsenal,2.0,1.0,H,30.0,22.0,30.0,22.0,20,36,D,D,L,W,L,W,D,W,L,W,8.0,3.0,20
02/01/12,QPR,Norwich,1.0,2.0,A,24.0,31.0,24.0,31.0,17,22,L,D,L,L,L,D,L,D,D,W,17.0,11.0,20
02/01/12,Wolves,Chelsea,1.0,2.0,A,29.0,36.0,29.0,36.0,17,34,D,D,D,L,L,L,D,D,D,W,20.0,6.0,20
03/01/12,Man City,Liverpool,3.0,0.0,H,35.0,21.0,35.0,21.0,45,34,L,D,W,W,L,W,D,D,W,W,1.0,9.0,20
03/01/12,Tottenham,West Brom,1.0,0.0,H,28.0,18.0,28.0,18.0,42,22,W,D,W,D,W,L,D,W,W,L,4.0,10.0,20
03/01/12,Wigan,Sunderland,1.0,4.0,A,26.0,25.0,26.0,25.0,15,21,D,L,D,D,W,W,D,W,L,W,15.0,14.0,20
04/01/12,Everton,Bolton,1.0,2.0,A,20.0,34.0,20.0,34.0,24,13,L,W,D,W,D,D,L,W,L,L,7.0,16.0,20
04/01/12,Newcastle,Man United,3.0,0.0,H,26.0,41.0,26.0,41.0,30,45,L,W,L,D,L,L,W,W,W,W,5.0,2.0,20
11/01/12,Tottenham,Everton,2.0,0.0,H,28.0,20.0,28.0,20.0,42,24,W,D,W,D,W,L,W,D,W,D,4.0,7.0,20
14/01/12,Aston Villa,Everton,1.0,1.0,D,24.0,22.0,24.0,22.0,23,24,L,W,D,L,L,L,L,W,D,W,19.0,7.0,21
14/01/12,Blackburn,Fulham,3.0,1.0,H,34.0,31.0,34.0,31.0,14,23,L,W,D,L,L,W,D,D,L,W,18.0,8.0,21
14/01/12,Chelsea,Sunderland,1.0,0.0,H,39.0,25.0,39.0,25.0,37,24,W,L,D,D,D,W,W,D,W,L,6.0,14.0,21
14/01/12,Liverpool,Stoke,0.0,0.0,D,22.0,25.0,22.0,25.0,34,29,L,W,D,D,W,W,D,D,L,W,9.0,13.0,21
14/01/12,Man United,Bolton,3.0,0.0,H,44.0,35.0,44.0,35.0,45,16,L,L,W,W,W,W,D,L,W,L,2.0,16.0,21
14/01/12,Tottenham,Wolves,1.0,1.0,D,28.0,31.0,28.0,31.0,45,17,W,W,D,W,D,L,D,D,D,L,4.0,20.0,21
14/01/12,West Brom,Norwich,1.0,2.0,A,19.0,32.0,19.0,32.0,22,25,L,L,D,W,W,W,D,L,D,D,10.0,11.0,21
15/01/12,Newcastle,QPR,1.0,0.0,H,26.0,26.0,26.0,26.0,33,17,W,L,W,L,D,L,L,D,L,L,5.0,17.0,21
15/01/12,Swansea,Arsenal,3.0,2.0,H,16.0,22.0,16.0,22.0,23,36,W,D,D,L,D,L,W,D,W,L,12.0,3.0,21
16/01/12,Wigan,Man City,0.0,1.0,A,30.0,35.0,30.0,35.0,15,48,L,D,L,D,D,W,L,D,W,W,15.0,1.0,21
21/01/12,Bolton,Liverpool,3.0,1.0,H,38.0,22.0,38.0,22.0,16,35,L,W,D,L,W,D,L,W,D,D,16.0,9.0,22
21/01/12,Everton,Blackburn,1.0,1.0,D,23.0,37.0,23.0,37.0,25,17,D,L,L,W,D,W,L,W,D,L,7.0,18.0,22
21/01/12,Fulham,Newcastle,5.0,2.0,H,36.0,27.0,36.0,27.0,23,36,L,W,D,D,L,W,W,L,W,L,8.0,5.0,22
21/01/12,Norwich,Chelsea,0.0,0.0,D,32.0,40.0,32.0,40.0,28,40,W,W,D,L,D,W,W,L,D,D,11.0,6.0,22
21/01/12,QPR,Wigan,3.0,1.0,H,29.0,30.0,29.0,30.0,17,15,L,L,L,D,L,L,L,D,L,D,17.0,15.0,22
21/01/12,Stoke,West Brom,1.0,2.0,A,26.0,20.0,26.0,20.0,30,22,D,W,D,D,L,L,L,L,D,W,13.0,10.0,22
21/01/12,Sunderland,Swansea,2.0,0.0,H,27.0,19.0,27.0,19.0,24,26,L,W,W,D,W,W,W,D,D,L,14.0,12.0,22
21/01/12,Wolves,Aston Villa,2.0,3.0,A,33.0,25.0,33.0,25.0,18,24,D,L,D,D,D,D,L,W,D,L,20.0,19.0,22
22/01/12,Arsenal,Man United,1.0,2.0,A,23.0,47.0,23.0,47.0,36,48,L,L,W,D,W,W,L,L,W,W,3.0,2.0,22
22/01/12,Man City,Tottenham,3.0,2.0,H,38.0,29.0,38.0,29.0,51,46,W,W,L,D,W,D,W,W,D,W,1.0,4.0,22
31/01/12,Everton,Man City,1.0,0.0,H,24.0,40.0,24.0,40.0,26,54,D,D,L,L,W,W,W,W,L,D,7.0,1.0,23
31/01/12,Man United,Stoke,2.0,0.0,H,47.0,28.0,47.0,28.0,51,30,W,W,L,L,W,L,D,W,D,D,2.0,13.0,23
31/01/12,Swansea,Chelsea,1.0,1.0,D,21.0,40.0,21.0,40.0,26,41,L,W,W,D,D,D,W,W,L,D,12.0,6.0,23
31/01/12,Tottenham,Wigan,3.0,1.0,H,30.0,31.0,30.0,31.0,46,15,L,D,W,W,D,L,L,L,D,L,4.0,15.0,23
31/01/12,Wolves,Liverpool,0.0,3.0,A,36.0,22.0,36.0,22.0,18,35,L,D,L,D,D,L,D,L,W,D,20.0,9.0,23
01/02/12,Aston Villa,QPR,2.0,2.0,D,26.0,30.0,26.0,30.0,27,20,W,D,L,W,D,W,L,L,L,D,19.0,17.0,23
01/02/12,Blackburn,Newcastle,0.0,2.0,A,38.0,27.0,38.0,27.0,18,36,D,W,L,W,D,L,W,W,L,W,18.0,5.0,23
01/02/12,Bolton,Arsenal,0.0,0.0,D,39.0,25.0,39.0,25.0,19,36,W,L,W,D,L,L,L,L,W,D,16.0,3.0,23
01/02/12,Fulham,West Brom,1.0,1.0,D,38.0,22.0,38.0,22.0,26,25,W,L,W,D,D,W,L,L,L,D,8.0,10.0,23
01/02/12,Sunderland,Norwich,3.0,0.0,H,27.0,32.0,27.0,32.0,27,29,W,L,W,W,D,D,W,W,D,L,14.0,11.0,23
04/02/12,Arsenal,Blackburn,7.0,1.0,H,32.0,38.0,32.0,38.0,37,18,D,L,L,L,W,L,D,W,L,W,3.0,18.0,24
04/02/12,Man City,Fulham,3.0,0.0,H,43.0,39.0,43.0,39.0,54,27,L,W,W,W,L,D,W,L,W,D,1.0,8.0,24
04/02/12,Norwich,Bolton,2.0,0.0,H,34.0,39.0,34.0,39.0,29,20,L,D,W,W,D,D,W,L,W,D,11.0,16.0,24
04/02/12,QPR,Wolves,1.0,2.0,A,31.0,36.0,31.0,36.0,21,18,D,W,L,L,L,L,L,D,L,D,17.0,20.0,24
04/02/12,Stoke,Sunderland,0.0,1.0,A,28.0,30.0,28.0,30.0,30,30,L,L,D,W,D,W,W,L,W,W,13.0,14.0,24
04/02/12,West Brom,Swansea,1.0,2.0,A,23.0,22.0,23.0,22.0,26,27,D,W,L,L,L,D,L,W,W,D,10.0,12.0,24
04/02/12,Wigan,Everton,1.0,1.0,D,32.0,25.0,32.0,25.0,15,29,L,L,L,L,D,W,D,D,L,L,15.0,7.0,24
05/02/12,Chelsea,Man United,3.0,3.0,D,43.0,49.0,43.0,49.0,42,54,D,D,W,W,L,W,W,W,L,L,6.0,2.0,24
05/02/12,Newcastle,Aston Villa,2.0,1.0,H,29.0,28.0,29.0,28.0,39,28,W,L,W,W,L,D,W,D,L,W,5.0,19.0,24
06/02/12,Liverpool,Tottenham,0.0,0.0,D,22.0,33.0,22.0,33.0,38,49,W,L,D,L,W,W,L,D,W,W,9.0,4.0,24
11/02/12,Blackburn,QPR,3.0,2.0,H,40.0,33.0,40.0,33.0,18,21,L,L,D,W,L,L,D,W,L,L,18.0,17.0,25
11/02/12,Bolton,Wigan,1.0,2.0,A,39.0,33.0,39.0,33.0,20,16,L,D,W,L,W,D,L,L,L,L,16.0,15.0,25
11/02/12,Everton,Chelsea,2.0,0.0,H,25.0,46.0,25.0,46.0,30,43,D,W,D,D,L,D,D,D,W,W,7.0,6.0,25
11/02/12,Fulham,Stoke,2.0,1.0,H,40.0,29.0,40.0,29.0,27,30,L,D,W,L,W,L,L,L,D,W,8.0,13.0,25
11/02/12,Man United,Liverpool,2.0,1.0,H,49.0,22.0,49.0,22.0,55,39,D,W,W,W,L,D,W,L,D,L,2.0,9.0,25
11/02/12,Sunderland,Arsenal,1.0,2.0,A,30.0,33.0,30.0,33.0,33,40,W,W,W,L,W,W,D,L,L,L,14.0,3.0,25
11/02/12,Swansea,Norwich,2.0,3.0,A,23.0,34.0,23.0,34.0,30,32,W,D,L,W,W,W,L,D,W,W,12.0,11.0,25
11/02/12,Tottenham,Newcastle,5.0,0.0,H,34.0,30.0,34.0,30.0,50,42,D,W,L,D,W,W,W,L,W,W,4.0,5.0,25
12/02/12,Aston Villa,Man City,0.0,1.0,A,30.0,43.0,30.0,43.0,28,57,L,D,W,D,L,W,L,W,W,W,19.0,1.0,25
12/02/12,Wolves,West Brom,1.0,5.0,A,39.0,25.0,39.0,25.0,21,26,W,L,L,D,L,L,D,W,L,L,20.0,10.0,25
25/02/12,Chelsea,Bolton,3.0,0.0,H,49.0,40.0,49.0,40.0,43,20,L,D,D,D,W,L,L,D,W,L,6.0,16.0,26
25/02/12,Man City,Blackburn,3.0,0.0,H,46.0,43.0,46.0,43.0,60,21,W,W,L,W,W,W,L,L,D,W,1.0,18.0,26
25/02/12,Newcastle,Wolves,2.0,2.0,D,32.0,40.0,32.0,40.0,42,21,L,W,W,L,W,L,W,L,L,D,5.0,20.0,26
25/02/12,QPR,Fulham,0.0,1.0,A,33.0,42.0,33.0,42.0,21,30,L,L,D,W,L,W,L,D,W,L,17.0,8.0,26
25/02/12,West Brom,Sunderland,4.0,0.0,H,29.0,31.0,29.0,31.0,29,33,W,L,D,W,L,L,W,W,W,L,10.0,14.0,26
25/02/12,Wigan,Aston Villa,0.0,0.0,D,33.0,30.0,33.0,30.0,19,28,W,D,L,L,L,L,L,D,W,D,15.0,19.0,26
26/02/12,Arsenal,Tottenham,5.0,2.0,H,38.0,39.0,38.0,39.0,43,53,W,W,D,L,L,W,D,W,L,D,3.0,4.0,26
26/02/12,Norwich,Man United,1.0,2.0,A,35.0,51.0,35.0,51.0,35,58,W,W,L,D,W,W,D,W,W,W,11.0,2.0,26
26/02/12,Stoke,Swansea,2.0,0.0,H,31.0,25.0,31.0,25.0,30,30,L,L,L,L,D,L,W,D,L,W,13.0,12.0,26
03/03/12,Blackburn,Aston Villa,1.0,1.0,D,43.0,30.0,43.0,30.0,21,28,W,L,L,D,W,L,L,D,W,D,18.0,19.0,26
03/03/12,Liverpool,Arsenal,1.0,2.0,A,25.0,40.0,25.0,40.0,39,46,L,L,D,W,L,W,W,W,D,L,9.0,3.0,27
03/03/12,Man City,Bolton,2.0,0.0,H,46.0,42.0,46.0,42.0,63,20,W,W,W,L,W,L,L,L,D,W,1.0,16.0,27
03/03/12,QPR,Everton,1.0,1.0,D,34.0,27.0,34.0,27.0,21,34,L,L,L,D,W,D,W,D,W,D,17.0,7.0,27
03/03/12,Stoke,Norwich,1.0,0.0,H,31.0,37.0,31.0,37.0,33,35,W,L,L,L,L,L,W,W,L,D,13.0,11.0,27
03/03/12,West Brom,Chelsea,1.0,0.0,H,29.0,49.0,29.0,49.0,32,46,W,W,L,D,W,W,L,D,D,D,10.0,6.0,27
03/03/12,Wigan,Swansea,0.0,2.0,A,33.0,28.0,33.0,28.0,20,30,D,W,D,L,L,L,L,W,D,L,15.0,12.0,27
04/03/12,Fulham,Wolves,5.0,0.0,H,43.0,45.0,43.0,45.0,33,22,W,W,L,D,W,D,L,W,L,L,8.0,20.0,27
04/03/12,Newcastle,Sunderland,1.0,1.0,D,34.0,33.0,34.0,33.0,43,33,D,L,W,W,L,L,L,W,W,W,5.0,14.0,27
04/03/12,Tottenham,Man United,1.0,3.0,A,39.0,52.0,39.0,52.0,53,61,L,W,D,W,L,W,W,D,W,W,4.0,2.0,27
10/03/12,Aston Villa,Fulham,1.0,0.0,H,31.0,43.0,31.0,43.0,29,33,D,L,L,D,W,W,W,L,D,W,19.0,8.0,27
10/03/12,Bolton,QPR,2.0,1.0,H,44.0,35.0,44.0,35.0,20,22,L,L,L,L,D,D,L,L,L,D,16.0,17.0,28
10/03/12,Chelsea,Stoke,1.0,0.0,H,50.0,32.0,50.0,32.0,46,36,L,W,L,D,D,W,W,L,L,L,6.0,13.0,28
10/03/12,Everton,Tottenham,1.0,0.0,H,28.0,40.0,28.0,40.0,37,53,W,D,W,D,W,L,L,W,D,W,7.0,4.0,28
10/03/12,Sunderland,Liverpool,1.0,0.0,H,34.0,28.0,34.0,28.0,34,39,D,L,L,W,W,L,L,L,D,W,14.0,9.0,28
10/03/12,Wolves,Blackburn,0.0,2.0,A,45.0,46.0,45.0,46.0,22,22,L,D,L,W,L,D,L,W,L,L,20.0,18.0,28
11/03/12,Man United,West Brom,2.0,0.0,H,54.0,30.0,54.0,30.0,64,35,W,W,W,D,W,W,W,W,L,D,2.0,10.0,28
11/03/12,Norwich,Wigan,1.0,1.0,D,38.0,33.0,38.0,33.0,35,20,L,L,W,W,L,L,D,W,D,L,11.0,15.0,28
11/03/12,Swansea,Man City,1.0,0.0,H,29.0,48.0,29.0,48.0,33,66,W,L,L,W,D,W,W,W,W,L,12.0,1.0,28
12/03/12,Arsenal,Newcastle,2.0,1.0,H,42.0,35.0,42.0,35.0,49,44,W,W,W,W,D,D,D,L,W,W,3.0,5.0,28
13/03/12,Liverpool,Everton,3.0,0.0,H,28.0,28.0,28.0,28.0,39,37,L,L,L,D,W,W,D,W,D,W,9.0,7.0,28
17/03/12,Fulham,Swansea,0.0,3.0,A,48.0,29.0,48.0,29.0,36,36,L,W,W,W,L,W,W,L,L,W,8.0,12.0,29
17/03/12,Wigan,West Brom,1.0,1.0,D,35.0,30.0,35.0,30.0,21,35,D,L,D,W,D,L,W,W,W,L,15.0,10.0,29
18/03/12,Newcastle,Norwich,1.0,0.0,H,36.0,39.0,36.0,39.0,44,36,L,D,D,L,W,D,L,L,W,W,5.0,11.0,29
18/03/12,Wolves,Man United,0.0,5.0,A,47.0,54.0,47.0,54.0,22,67,L,L,D,L,W,W,W,W,W,D,20.0,2.0,29
20/03/12,Blackburn,Sunderland,2.0,0.0,H,47.0,34.0,47.0,34.0,25,37,W,D,L,W,L,W,D,L,L,W,18.0,14.0,29
21/03/12,Everton,Arsenal,0.0,1.0,A,28.0,43.0,28.0,43.0,37,52,L,W,D,W,D,W,W,W,W,W,7.0,3.0,29
21/03/12,Man City,Chelsea,2.0,1.0,H,48.0,50.0,48.0,50.0,66,49,L,W,W,W,W,W,L,W,L,D,1.0,6.0,29
21/03/12,QPR,Liverpool,3.0,2.0,H,36.0,28.0,36.0,28.0,22,42,L,D,L,L,L,W,L,L,L,D,17.0,9.0,29
21/03/12,Tottenham,Stoke,1.0,1.0,D,43.0,32.0,43.0,32.0,53,36,L,L,L,W,D,L,W,W,L,L,4.0,13.0,29
24/03/12,Arsenal,Aston Villa,3.0,0.0,H,43.0,32.0,43.0,32.0,52,33,W,W,W,W,W,W,D,D,L,L,3.0,19.0,29
24/03/12,Bolton,Blackburn,2.0,1.0,H,47.0,49.0,47.0,49.0,26,28,W,W,L,L,L,W,W,D,L,W,16.0,18.0,30
24/03/12,Chelsea,Tottenham,0.0,0.0,D,50.0,44.0,50.0,44.0,49,54,L,W,L,W,L,D,L,L,L,W,6.0,4.0,30
24/03/12,Liverpool,Wigan,1.0,2.0,A,29.0,36.0,29.0,36.0,42,22,L,W,L,L,L,D,D,L,D,W,9.0,15.0,30
24/03/12,Norwich,Wolves,2.0,1.0,H,41.0,47.0,41.0,47.0,36,22,L,D,L,L,W,L,L,L,D,L,11.0,20.0,30
24/03/12,Stoke,Man City,1.0,1.0,D,33.0,50.0,33.0,50.0,37,69,D,L,W,W,L,W,L,W,W,W,13.0,1.0,30
24/03/12,Sunderland,QPR,3.0,1.0,H,37.0,39.0,37.0,39.0,37,25,L,W,D,L,L,W,L,D,L,L,14.0,17.0,30
24/03/12,Swansea,Everton,0.0,2.0,A,29.0,28.0,29.0,28.0,39,37,W,W,W,L,L,L,L,W,D,W,12.0,7.0,30
25/03/12,West Brom,Newcastle,1.0,3.0,A,31.0,37.0,31.0,37.0,36,47,D,L,W,W,W,W,L,D,D,L,10.0,5.0,30
26/03/12,Man United,Fulham,1.0,0.0,H,55.0,48.0,55.0,48.0,70,36,W,W,W,W,W,L,L,W,W,W,2.0,8.0,30
31/03/12,Aston Villa,Chelsea,2.0,4.0,A,34.0,50.0,34.0,50.0,33,49,L,W,D,D,L,L,W,L,W,L,19.0,6.0,30
31/03/12,Everton,West Brom,2.0,0.0,H,29.0,34.0,29.0,34.0,40,36,W,L,L,W,D,L,D,L,W,W,7.0,10.0,31
31/03/12,Fulham,Norwich,2.0,1.0,H,51.0,42.0,51.0,42.0,36,39,L,L,L,W,W,W,L,D,L,L,8.0,11.0,31
31/03/12,Man City,Sunderland,3.0,3.0,D,51.0,38.0,51.0,38.0,70,40,D,W,L,W,W,W,L,W,D,L,1.0,14.0,31
31/03/12,QPR,Arsenal,2.0,1.0,H,41.0,46.0,41.0,46.0,25,58,L,W,L,D,L,W,W,W,W,W,17.0,3.0,31
31/03/12,Wigan,Stoke,2.0,0.0,H,37.0,34.0,37.0,34.0,25,38,W,D,D,L,D,D,D,L,W,W,15.0,13.0,31
31/03/12,Wolves,Bolton,2.0,3.0,A,52.0,48.0,52.0,48.0,22,29,L,L,L,L,D,W,W,W,L,L,20.0,16.0,31
01/04/12,Newcastle,Liverpool,2.0,0.0,H,37.0,31.0,37.0,31.0,50,42,W,W,L,D,D,L,L,W,L,L,5.0,9.0,31
01/04/12,Tottenham,Swansea,3.0,1.0,H,45.0,31.0,45.0,31.0,55,39,D,D,L,L,L,L,W,W,W,L,4.0,12.0,31
02/04/12,Blackburn,Man United,0.0,2.0,A,49.0,55.0,49.0,55.0,28,73,L,W,W,D,L,W,W,W,W,W,18.0,2.0,31
06/04/12,Swansea,Newcastle,0.0,2.0,A,31.0,37.0,31.0,37.0,39,50,L,W,W,W,L,W,W,L,D,D,12.0,5.0,31
07/04/12,Bolton,Fulham,0.0,3.0,A,48.0,53.0,48.0,53.0,0,3,L,W,W,W,L,W,L,L,L,W,16.0,8.0,32
07/04/12,Chelsea,Wigan,2.0,1.0,H,52.0,39.0,52.0,39.0,3,3,W,D,L,W,L,W,W,D,D,L,6.0,15.0,32
07/04/12,Liverpool,Aston Villa,1.0,1.0,D,32.0,39.0,32.0,39.0,0,1,L,L,L,W,L,D,L,L,W,D,9.0,19.0,32
07/04/12,Norwich,Everton,2.0,2.0,D,44.0,31.0,44.0,31.0,0,3,L,W,L,D,L,W,W,L,L,W,11.0,7.0,32
07/04/12,Stoke,Wolves,2.0,1.0,H,36.0,54.0,36.0,54.0,0,0,L,D,D,L,W,L,L,L,L,L,13.0,20.0,32
07/04/12,Sunderland,Tottenham,0.0,0.0,D,38.0,48.0,38.0,48.0,1,3,D,W,L,W,D,W,D,D,L,L,14.0,4.0,32
07/04/12,West Brom,Blackburn,3.0,0.0,H,37.0,49.0,37.0,49.0,0,0,L,L,D,L,W,L,L,W,W,D,10.0,18.0,32
08/04/12,Arsenal,Man City,1.0,0.0,H,47.0,54.0,47.0,54.0,0,1,L,W,W,W,W,D,D,W,L,W,3.0,1.0,32
08/04/12,Man United,QPR,2.0,0.0,H,57.0,43.0,57.0,43.0,3,3,W,W,W,W,W,W,L,W,L,D,2.0,17.0,32
09/04/12,Aston Villa,Stoke,1.0,1.0,D,39.0,36.0,39.0,36.0,1,0,D,L,L,W,D,L,D,D,L,W,19.0,13.0,32
09/04/12,Everton,Sunderland,4.0,0.0,H,31.0,38.0,31.0,38.0,1,1,D,W,W,L,L,D,D,W,L,W,7.0,14.0,33
09/04/12,Fulham,Chelsea,1.0,1.0,D,54.0,53.0,54.0,53.0,3,3,W,W,L,L,L,W,W,D,L,W,8.0,6.0,33
09/04/12,Newcastle,Bolton,2.0,0.0,H,39.0,51.0,39.0,51.0,3,0,W,W,W,W,L,L,L,W,W,W,5.0,16.0,33
09/04/12,Tottenham,Norwich,1.0,2.0,A,49.0,46.0,49.0,46.0,1,1,D,W,D,D,L,D,L,W,L,D,4.0,11.0,33
10/04/12,Blackburn,Liverpool,2.0,3.0,A,51.0,33.0,51.0,33.0,0,1,L,L,L,W,W,D,L,L,L,W,18.0,9.0,33
11/04/12,Man City,West Brom,4.0,0.0,H,57.0,37.0,57.0,37.0,0,3,L,D,D,W,L,W,L,L,D,L,1.0,10.0,33
11/04/12,QPR,Swansea,3.0,0.0,H,44.0,33.0,44.0,33.0,0,0,L,W,L,W,L,L,L,L,W,W,17.0,12.0,33
11/04/12,Wigan,Man United,1.0,0.0,H,39.0,57.0,39.0,57.0,0,3,L,W,W,D,D,W,W,W,W,W,15.0,2.0,33
11/04/12,Wolves,Arsenal,0.0,3.0,A,57.0,47.0,57.0,47.0,0,3,L,L,L,L,L,W,L,W,W,W,20.0,3.0,33
