FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP
NH,0.21052631578947367,0.25675675675675674,0.21052631578947367,0.25675675675675674,0.9090909090909091,2.0,W,L,L,W,D,W,W,W,D,W,0,0,0,0,0,0,0,0,0.0,0.0,-1.0909090909090908,-0.5454545454545454,4.0
H,0.18421052631578946,0.17567567567567569,0.18421052631578946,0.17567567567567569,0.7272727272727273,0.45454545454545453,L,D,L,L,L,L,L,L,L,L,0,0,1,0,0,0,1,1,0.0,0.0,0.2727272727272727,0.09090909090909091,5.0
H,0.15789473684210525,0.1891891891891892,0.15789473684210525,0.1891891891891892,0.9090909090909091,0.7272727272727273,L,L,W,L,L,L,D,L,L,L,0,0,0,0,0,0,1,0,0.0,0.0,0.18181818181818182,0.18181818181818182,-13.0
H,0.27631578947368424,0.1891891891891892,0.27631578947368424,0.1891891891891892,2.5833333333333335,2.0833333333333335,W,W,W,W,W,W,W,W,D,W,1,1,0,0,0,0,0,0,0.0,0.0,0.5,0.16666666666666666,-4.0
NH,0.2236842105263158,0.21621621621621623,0.2236842105263158,0.21621621621621623,1.0833333333333333,1.5833333333333333,L,D,D,W,L,W,W,W,W,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.5,-0.5833333333333334,8.0
NH,0.14473684210526316,0.14864864864864866,0.14473684210526316,0.14864864864864866,1.0,1.0,L,L,L,W,L,L,L,W,D,L,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-0.08333333333333333,-4.0
NH,0.21052631578947367,0.22972972972972974,0.21052631578947367,0.22972972972972974,0.8333333333333334,0.8333333333333334,L,D,W,L,D,L,W,L,L,W,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-0.08333333333333333,6.0
NH,0.11842105263157894,0.36486486486486486,0.11842105263157894,0.36486486486486486,1.0833333333333333,2.1666666666666665,D,W,D,L,W,W,W,L,D,W,0,0,0,0,0,0,0,0,0.0,0.0,-1.0833333333333333,-0.16666666666666666,10.0
H,0.13157894736842105,0.35135135135135137,0.13157894736842105,0.35135135135135137,0.9166666666666666,0.75,L,L,W,W,D,W,L,L,W,L,0,0,0,0,0,0,0,0,0.0,0.0,0.16666666666666666,0.08333333333333333,-6.0
NH,0.21052631578947367,0.24324324324324326,0.21052631578947367,0.24324324324324326,0.4166666666666667,0.5,L,L,L,L,L,L,D,L,D,L,0,0,1,1,0,0,0,0,0.0,0.0,-0.08333333333333333,-0.16666666666666666,-3.0
NH,0.32894736842105265,0.17567567567567569,0.32894736842105265,0.17567567567567569,1.8333333333333333,1.5833333333333333,W,L,L,W,W,D,W,D,D,W,0,0,0,0,0,0,0,0,0.0,0.0,0.25,0.0,-3.0
H,0.2894736842105263,0.1891891891891892,0.2894736842105263,0.1891891891891892,2.0833333333333335,1.25,W,W,W,W,D,W,D,L,L,W,0,0,0,0,0,0,0,0,0.0,0.0,0.8333333333333334,0.5,-15.0
NH,0.21052631578947367,0.22972972972972974,0.21052631578947367,0.22972972972972974,1.5833333333333333,0.8333333333333334,W,W,W,W,L,L,W,L,L,W,0,0,0,0,0,0,0,0,0.0,0.0,0.75,0.5,-5.0
NH,0.34210526315789475,0.20270270270270271,0.34210526315789475,0.20270270270270271,0.6923076923076923,1.2307692307692308,L,W,L,L,W,W,W,L,L,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.5384615384615384,-0.23076923076923078,9.0
H,0.35526315789473684,0.24324324324324326,0.35526315789473684,0.24324324324324326,1.6923076923076923,0.8461538461538461,L,W,L,L,W,L,W,L,D,L,0,0,0,0,0,0,0,0,0.0,0.0,0.8461538461538461,0.15384615384615385,-14.0
NH,0.35526315789473684,0.20270270270270271,0.35526315789473684,0.20270270270270271,2.230769230769231,1.9230769230769231,W,W,W,L,D,L,W,W,W,D,0,0,0,0,0,0,0,0,0.0,0.0,0.3076923076923077,0.0,-3.0
H,0.25,0.1891891891891892,0.25,0.1891891891891892,1.0,1.1538461538461537,L,L,D,D,W,W,L,L,W,D,0,0,0,0,0,0,0,0,0.0,0.0,-0.15384615384615385,-0.15384615384615385,-6.0
H,0.18421052631578946,0.25675675675675674,0.18421052631578946,0.25675675675675674,0.9230769230769231,0.5384615384615384,L,L,L,L,W,D,L,D,L,D,0,0,0,0,0,0,0,0,0.0,0.0,0.38461538461538464,0.0,-5.0
NH,0.21052631578947367,0.25675675675675674,0.21052631578947367,0.25675675675675674,0.8461538461538461,0.46153846153846156,D,L,D,W,L,D,L,L,L,L,0,0,0,0,0,0,1,0,0.0,0.0,0.38461538461538464,0.3076923076923077,-1.0
NH,0.14473684210526316,0.2972972972972973,0.14473684210526316,0.2972972972972973,1.0769230769230769,2.1538461538461537,W,L,L,W,W,W,W,W,W,W,0,0,0,0,1,1,0,0,0.0,0.0,-1.0769230769230769,-0.46153846153846156,6.0
NH,0.17105263157894737,0.2972972972972973,0.17105263157894737,0.2972972972972973,1.6923076923076923,2.6153846153846154,W,D,W,D,D,W,W,W,W,W,0,0,0,0,1,1,0,0,0.0,0.0,-0.9230769230769231,-0.46153846153846156,8.0
NH,0.13157894736842105,0.21621621621621623,0.13157894736842105,0.21621621621621623,1.0,1.1538461538461537,L,D,W,D,L,L,W,D,L,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.15384615384615385,0.07692307692307693,-7.0
NH,0.21052631578947367,0.36486486486486486,0.21052631578947367,0.36486486486486486,1.1538461538461537,2.230769230769231,L,W,D,L,L,W,W,W,L,D,0,0,0,0,0,0,0,0,0.0,0.0,-1.0769230769230769,-0.46153846153846156,17.0
H,0.3026315789473684,0.13513513513513514,0.3026315789473684,0.13513513513513514,0.5,1.0,L,D,L,D,L,D,L,D,W,D,0,0,0,0,0,0,0,0,0.0,0.0,-0.5,-0.2857142857142857,6.0
H,0.35526315789473684,0.28378378378378377,0.35526315789473684,0.28378378378378377,2.5,1.1428571428571428,D,W,W,W,W,W,L,L,D,D,1,0,0,0,0,0,0,0,0.0,0.0,1.3571428571428572,0.5714285714285714,-10.0
NH,0.19736842105263158,0.40540540540540543,0.19736842105263158,0.40540540540540543,1.8571428571428572,1.7857142857142858,D,L,W,W,W,W,L,W,L,L,1,0,0,0,0,0,0,0,0.0,0.0,0.07142857142857142,0.2857142857142857,-1.0
NH,0.19736842105263158,0.16216216216216217,0.19736842105263158,0.16216216216216217,1.0714285714285714,1.0,L,W,L,L,W,L,W,L,L,W,0,0,0,0,0,0,0,0,0.0,0.0,0.07142857142857142,0.0,7.0
H,0.3026315789473684,0.35135135135135137,0.3026315789473684,0.35135135135135137,2.2142857142857144,0.6428571428571429,W,W,W,W,W,L,L,W,L,L,1,1,0,0,0,0,0,0,0.0,0.0,1.5714285714285714,0.8571428571428571,-12.0
NH,0.25,0.22972972972972974,0.25,0.22972972972972974,0.6428571428571429,1.6428571428571428,W,D,L,L,L,D,W,W,W,W,0,0,1,0,1,0,0,0,0.0,0.0,-1.0,-0.6428571428571429,12.0
NH,0.19736842105263158,0.22972972972972974,0.19736842105263158,0.22972972972972974,1.1428571428571428,1.0714285714285714,L,W,W,L,L,W,L,L,L,L,0,0,0,0,0,0,1,0,0.0,0.0,0.07142857142857142,0.21428571428571427,-6.0
H,0.2631578947368421,0.22972972972972974,0.2631578947368421,0.22972972972972974,0.7857142857142857,0.7857142857142857,L,L,W,L,D,L,D,L,D,W,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-0.07142857142857142,6.0
H,0.27631578947368424,0.1891891891891892,0.27631578947368424,0.1891891891891892,0.8571428571428571,1.6428571428571428,D,D,L,W,L,D,W,D,W,D,0,0,0,0,0,0,0,0,0.0,0.0,-0.7857142857142857,-0.2857142857142857,-1.0
H,0.2236842105263158,0.20270270270270271,0.2236842105263158,0.20270270270270271,1.6428571428571428,1.1428571428571428,D,W,W,W,W,L,W,W,L,L,1,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,-4.0
NH,0.3684210526315789,0.22972972972972974,0.3684210526315789,0.22972972972972974,0.6,1.0666666666666667,L,L,L,W,L,L,D,L,W,D,0,0,0,0,0,0,0,0,0.0,0.0,-0.4666666666666667,-0.13333333333333333,-3.0
H,0.19736842105263158,0.21621621621621623,0.19736842105263158,0.21621621621621623,1.5333333333333334,1.0666666666666667,L,D,W,D,W,D,L,W,L,L,0,0,0,0,0,0,0,0,0.0,0.0,0.4666666666666667,0.26666666666666666,-8.0
H,0.3815789473684211,0.28378378378378377,0.3815789473684211,0.28378378378378377,2.2,0.9333333333333333,W,D,W,W,W,W,L,L,W,L,1,0,0,0,0,0,0,0,0.0,0.0,1.2666666666666666,0.4666666666666667,-18.0
H,0.2894736842105263,0.24324324324324326,0.2894736842105263,0.24324324324324326,1.0666666666666667,1.7333333333333334,L,W,L,L,D,L,D,L,W,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.6666666666666666,-0.2,6.0
H,0.13157894736842105,0.28378378378378377,0.13157894736842105,0.28378378378378377,0.9333333333333333,1.0,L,D,L,D,W,W,D,D,L,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.06666666666666667,-0.2,4.0
NH,0.19736842105263158,0.3108108108108108,0.19736842105263158,0.3108108108108108,1.0,0.6,D,L,W,L,L,L,W,D,L,L,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.0,-5.0
H,0.23684210526315788,0.3108108108108108,0.23684210526315788,0.3108108108108108,1.2,2.066666666666667,W,W,L,L,L,L,W,W,W,W,0,0,1,0,1,0,0,0,0.0,0.0,-0.8666666666666667,-0.4,9.0
H,0.25,0.33783783783783783,0.25,0.33783783783783783,0.7333333333333333,0.6666666666666666,L,L,D,L,D,W,L,D,L,D,0,0,0,0,0,0,0,0,0.0,0.0,0.06666666666666667,-0.2,-4.0
H,0.39473684210526316,0.3783783783783784,0.39473684210526316,0.3783783783783784,1.8666666666666667,2.533333333333333,W,W,L,W,L,W,D,W,W,W,0,0,0,0,1,0,0,0,0.0,0.0,-0.6666666666666666,-0.26666666666666666,5.0
NH,0.32894736842105265,0.20270270270270271,0.32894736842105265,0.20270270270270271,0.6666666666666666,1.0,W,L,D,L,D,D,L,W,L,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.3333333333333333,0.06666666666666667,8.0
NH,0.2236842105263158,0.35135135135135137,0.2236842105263158,0.35135135135135137,1.0625,1.1875,D,L,L,W,W,W,L,W,L,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.125,0.0625,-4.0
H,0.3026315789473684,0.3918918918918919,0.3026315789473684,0.3918918918918919,0.9375,0.5625,L,W,D,D,L,L,L,L,L,W,0,0,0,0,0,0,0,0,0.0,0.0,0.375,0.125,-8.0
NH,0.23684210526315788,0.16216216216216217,0.23684210526315788,0.16216216216216217,1.625,1.0625,L,L,D,L,W,W,L,D,L,D,0,0,0,0,0,0,0,0,0.0,0.0,0.5625,-0.0625,-7.0
NH,0.3157894736842105,0.43243243243243246,0.3157894736842105,0.43243243243243246,0.75,1.9375,W,L,W,D,L,W,W,W,L,W,0,0,0,0,0,0,0,0,0.0,0.0,-1.1875,-0.3125,9.0
NH,0.2894736842105263,0.2702702702702703,0.2894736842105263,0.2702702702702703,0.875,1.3125,L,W,L,L,W,W,W,W,L,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.4375,-0.1875,7.0
NH,0.2236842105263158,0.21621621621621623,0.2236842105263158,0.21621621621621623,1.1875,1.625,W,L,D,L,W,W,L,D,W,D,0,0,0,0,0,0,0,0,0.0,0.0,-0.4375,-0.0625,10.0
H,0.3815789473684211,0.25675675675675674,0.3815789473684211,0.25675675675675674,2.375,1.8125,L,W,D,W,W,W,W,D,W,W,0,0,0,0,0,0,0,0,0.0,0.0,0.5625,-0.1875,-2.0
NH,0.21052631578947367,0.44594594594594594,0.21052631578947367,0.44594594594594594,1.0,2.25,L,D,L,W,L,W,W,D,W,W,0,0,0,0,0,0,0,0,0.0,0.0,-1.25,-0.5625,15.0
H,0.3157894736842105,0.28378378378378377,0.3157894736842105,0.28378378378378377,2.125,0.875,W,L,W,W,W,W,L,L,D,L,1,0,0,0,0,0,0,0,0.0,0.0,1.25,0.5,-10.0
NH,0.34210526315789475,0.3918918918918919,0.34210526315789475,0.3918918918918919,0.625,0.5625,L,W,L,D,L,L,L,L,L,W,0,0,0,0,0,0,0,0,0.0,0.0,0.0625,0.0625,2.0
NH,0.3157894736842105,0.3783783783783784,0.3157894736842105,0.3783783783783784,0.8235294117647058,1.1764705882352942,L,L,W,L,L,D,W,L,W,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.35294117647058826,-0.23529411764705882,9.0
NH,0.25,0.25675675675675674,0.25,0.25675675675675674,1.1176470588235294,1.7058823529411764,L,W,L,D,L,L,W,W,D,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.5882352941176471,-0.35294117647058826,16.0
H,0.23684210526315788,0.16216216216216217,0.23684210526315788,0.16216216216216217,1.1764705882352942,1.0588235294117647,W,D,L,L,W,D,W,L,D,L,0,0,0,0,0,0,0,0,0.0,0.0,0.11764705882352941,0.11764705882352941,-5.0
NH,0.3026315789473684,0.4594594594594595,0.3026315789473684,0.4594594594594595,1.0588235294117647,2.2941176470588234,W,L,W,D,D,W,W,W,D,W,0,0,0,0,0,0,0,0,0.0,0.0,-1.2352941176470589,-0.29411764705882354,6.0
H,0.3815789473684211,0.28378378378378377,0.3815789473684211,0.28378378378378377,2.411764705882353,1.411764705882353,W,L,W,D,W,W,W,W,W,L,0,0,0,0,0,0,0,0,0.0,0.0,1.0,-0.11764705882352941,-12.0
NH,0.23684210526315788,0.24324324324324326,0.23684210526315788,0.24324324324324326,1.588235294117647,1.0588235294117647,D,L,L,D,L,W,L,D,L,W,0,0,0,0,0,0,0,0,0.0,0.0,0.5294117647058824,-0.29411764705882354,-5.0
NH,0.23684210526315788,0.2972972972972973,0.23684210526315788,0.2972972972972973,0.9411764705882353,0.8235294117647058,L,L,D,L,W,L,W,L,L,D,0,0,0,0,0,0,0,0,0.0,0.0,0.11764705882352941,0.0,3.0
NH,0.32894736842105265,0.21621621621621623,0.32894736842105265,0.21621621621621623,0.7647058823529411,1.7058823529411764,D,W,L,W,D,W,W,L,D,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.9411764705882353,-0.11764705882352941,6.0
NH,0.32894736842105265,0.44594594594594594,0.32894736842105265,0.44594594594594594,2.0588235294117645,1.8823529411764706,D,W,L,W,W,D,W,W,W,L,0,0,0,0,0,0,0,0,0.0,0.0,0.17647058823529413,0.0,-2.0
NH,0.40789473684210525,0.24324324324324326,0.40789473684210525,0.24324324324324326,0.5294117647058824,1.588235294117647,L,L,L,L,L,D,L,L,D,L,0,0,1,1,0,0,0,0,0.0,0.0,-1.0588235294117647,-0.11764705882352941,11.0
NH,0.4473684210526316,0.3108108108108108,0.4473684210526316,0.3108108108108108,1.8333333333333333,1.0,D,D,W,W,W,L,W,L,W,D,1,0,0,0,0,0,0,0,0.0,0.0,0.8333333333333334,0.2222222222222222,-2.0
NH,0.2236842105263158,0.3918918918918919,0.2236842105263158,0.3918918918918919,1.6666666666666667,0.5555555555555556,D,W,W,L,D,L,L,L,W,L,0,0,0,0,0,0,0,0,0.0,0.0,1.1111111111111112,0.2777777777777778,-9.0
H,0.5131578947368421,0.33783783783783783,0.5131578947368421,0.33783783783783783,2.3333333333333335,0.7777777777777778,W,W,W,W,D,D,D,W,L,W,0,0,0,0,0,0,0,0,0.0,0.0,1.5555555555555556,0.2777777777777778,-13.0
NH,0.27631578947368424,0.2702702702702703,0.27631578947368424,0.2702702702702703,1.3333333333333333,1.0555555555555556,L,W,W,W,W,L,L,W,L,D,1,0,0,0,0,0,0,0,0.0,0.0,0.2777777777777778,0.4444444444444444,-6.0
NH,0.3026315789473684,0.25675675675675674,0.3026315789473684,0.25675675675675674,0.9444444444444444,1.1666666666666667,W,L,W,L,L,D,W,D,L,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.2222222222222222,0.05555555555555555,7.0
NH,0.23684210526315788,0.43243243243243246,0.23684210526315788,0.43243243243243246,1.1666666666666667,2.4444444444444446,W,W,L,D,L,W,W,L,W,D,0,0,0,0,0,0,0,0,0.0,0.0,-1.2777777777777777,-0.16666666666666666,9.0
NH,0.2631578947368421,0.35135135135135137,0.2631578947368421,0.35135135135135137,1.7777777777777777,0.8333333333333334,W,L,W,W,D,D,L,L,W,L,0,0,0,0,0,0,0,0,0.0,0.0,0.9444444444444444,0.3333333333333333,-17.0
NH,0.3684210526315789,0.35135135135135137,0.3684210526315789,0.35135135135135137,1.1666666666666667,2.111111111111111,D,D,W,L,W,W,D,W,L,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.9444444444444444,-0.1111111111111111,7.0
NH,0.17105263157894737,0.2702702702702703,0.17105263157894737,0.2702702702702703,1.0,0.8888888888888888,L,D,W,L,D,L,L,L,D,L,0,0,0,0,0,0,0,0,0.0,0.0,0.1111111111111111,0.2222222222222222,-5.0
H,0.2236842105263158,0.2702702702702703,0.2236842105263158,0.2702702702702703,1.6666666666666667,1.5,D,W,W,L,D,L,D,L,L,D,0,0,0,0,0,0,0,0,0.0,0.0,0.16666666666666666,0.3333333333333333,4.0
H,0.27631578947368424,0.3108108108108108,0.27631578947368424,0.3108108108108108,1.736842105263158,0.8947368421052632,D,W,L,W,W,D,L,L,L,D,0,0,0,0,0,0,0,0,0.0,0.0,0.8421052631578947,0.42105263157894735,-14.0
NH,0.4342105263157895,0.3783783783783784,0.4342105263157895,0.3783783783783784,0.631578947368421,0.8421052631578947,L,W,L,L,L,D,D,L,L,W,0,0,1,0,0,0,0,0,0.0,0.0,-0.21052631578947367,-0.10526315789473684,-4.0
NH,0.4605263157894737,0.2972972972972973,0.4605263157894737,0.2972972972972973,1.7894736842105263,1.0526315789473684,D,D,D,W,W,D,L,L,W,L,0,0,0,0,0,0,0,0,0.0,0.0,0.7368421052631579,0.2631578947368421,-13.0
NH,0.5131578947368421,0.4189189189189189,0.5131578947368421,0.4189189189189189,2.3684210526315788,0.5789473684210527,W,W,W,W,W,D,L,L,L,W,1,1,0,0,0,0,0,0,0.0,0.0,1.7894736842105263,0.5789473684210527,-16.0
NH,0.39473684210526316,0.3783783783783784,0.39473684210526316,0.3783783783783784,1.105263157894737,1.0,L,D,D,W,L,D,L,W,L,W,0,0,0,0,0,0,0,0,0.0,0.0,0.10526315789473684,-0.10526315789473684,3.0
NH,0.27631578947368424,0.33783783783783783,0.27631578947368424,0.33783783783783783,1.3157894736842106,0.7368421052631579,D,L,W,W,W,L,D,D,W,L,1,0,0,0,0,0,0,0,0.0,0.0,0.5789473684210527,0.2631578947368421,-2.0
NH,0.18421052631578946,0.35135135135135137,0.18421052631578946,0.35135135135135137,1.0,2.0526315789473686,D,L,D,W,L,D,W,D,W,L,0,0,0,0,0,0,0,0,0.0,0.0,-1.0526315789473684,-0.15789473684210525,8.0
H,0.3157894736842105,0.43243243243243246,0.3157894736842105,0.43243243243243246,0.9473684210526315,2.3684210526315788,D,W,L,W,L,D,W,W,L,W,0,0,0,0,0,0,0,0,0.0,0.0,-1.4210526315789473,-0.15789473684210525,13.0
NH,0.23684210526315788,0.25675675675675674,0.23684210526315788,0.25675675675675674,1.1578947368421053,1.263157894736842,D,W,W,L,D,W,D,W,D,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.10526315789473684,0.0,3.0
NH,0.2894736842105263,0.1891891891891892,0.2894736842105263,0.1891891891891892,1.0526315789473684,1.0,D,L,L,W,L,D,L,D,W,L,0,0,0,0,0,0,0,0,0.0,0.0,0.05263157894736842,-0.05263157894736842,7.0
NH,0.42105263157894735,0.3108108108108108,0.42105263157894735,0.3108108108108108,0.7,1.3,W,D,L,L,L,D,D,L,W,W,0,0,1,0,0,0,0,0,0.0,0.0,-0.6,-0.2,5.0
H,0.39473684210526316,0.2972972972972973,0.39473684210526316,0.2972972972972973,1.0,1.8,D,D,L,W,L,W,D,W,L,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.8,-0.25,5.0
NH,0.3157894736842105,0.4189189189189189,0.3157894736842105,0.4189189189189189,0.85,1.1,L,D,L,L,L,D,L,D,D,W,0,0,1,0,0,0,0,0,0.0,0.0,-0.25,-0.25,6.0
NH,0.3815789473684211,0.4864864864864865,0.3815789473684211,0.4864864864864865,0.85,1.7,D,D,D,L,L,L,D,D,D,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.85,-0.15,14.0
H,0.4605263157894737,0.28378378378378377,0.4605263157894737,0.28378378378378377,2.25,1.7,L,D,W,W,L,W,D,D,W,W,0,0,0,0,0,0,0,0,0.0,0.0,0.55,-0.2,-8.0
H,0.3684210526315789,0.24324324324324326,0.3684210526315789,0.24324324324324326,2.1,1.1,W,D,W,D,W,L,D,W,W,L,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.2,-6.0
NH,0.34210526315789475,0.33783783783783783,0.34210526315789475,0.33783783783783783,0.75,1.05,D,L,D,D,W,W,D,W,L,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.3,-0.2,1.0
NH,0.2631578947368421,0.4594594594594595,0.2631578947368421,0.4594594594594595,1.2,0.65,L,W,D,W,D,D,L,W,L,L,0,0,0,0,0,0,0,0,0.0,0.0,0.55,0.2,-9.0
H,0.34210526315789475,0.5540540540540541,0.34210526315789475,0.5540540540540541,1.5,2.25,L,W,L,D,L,L,W,W,W,W,0,0,0,0,1,0,0,0,0.0,0.0,-0.75,-0.4,3.0
H,0.3684210526315789,0.2702702702702703,0.3684210526315789,0.2702702702702703,2.1,1.2,W,D,W,D,W,L,W,D,W,D,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.15,-3.0
NH,0.3157894736842105,0.2972972972972973,0.3157894736842105,0.2972972972972973,1.0952380952380953,1.1428571428571428,L,W,D,L,L,L,L,W,D,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.047619047619047616,-0.14285714285714285,12.0
H,0.4473684210526316,0.4189189189189189,0.4473684210526316,0.4189189189189189,0.6666666666666666,1.0952380952380953,L,W,D,L,L,W,D,D,L,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.42857142857142855,-0.19047619047619047,10.0
H,0.5131578947368421,0.33783783783783783,0.5131578947368421,0.33783783783783783,1.7619047619047619,1.1428571428571428,W,L,D,D,D,W,W,D,W,L,0,0,0,0,0,0,0,0,0.0,0.0,0.6190476190476191,-0.19047619047619047,-8.0
NH,0.2894736842105263,0.33783783783783783,0.2894736842105263,0.33783783783783783,1.619047619047619,1.380952380952381,L,W,D,D,W,W,D,D,L,W,0,0,0,0,0,0,0,0,0.0,0.0,0.23809523809523808,0.0,-4.0
H,0.5789473684210527,0.47297297297297297,0.5789473684210527,0.47297297297297297,2.142857142857143,0.7619047619047619,L,L,W,W,W,W,D,L,W,L,1,0,0,0,0,0,0,0,0.0,0.0,1.380952380952381,0.09523809523809523,-14.0
NH,0.3684210526315789,0.4189189189189189,0.3684210526315789,0.4189189189189189,2.142857142857143,0.8095238095238095,W,W,D,W,D,L,D,D,D,L,0,0,0,0,0,0,0,0,0.0,0.0,1.3333333333333333,0.38095238095238093,-16.0
NH,0.25,0.43243243243243246,0.25,0.43243243243243246,1.0476190476190477,1.1904761904761905,L,L,D,W,W,W,D,L,D,D,0,0,0,0,0,0,0,0,0.0,0.0,-0.14285714285714285,0.047619047619047616,-1.0
H,0.34210526315789475,0.35135135135135137,0.34210526315789475,0.35135135135135137,1.5714285714285714,0.8095238095238095,W,L,W,L,D,L,L,D,L,L,0,0,0,0,0,0,0,0,0.0,0.0,0.7619047619047619,0.2857142857142857,-12.0
H,0.21052631578947367,0.2972972972972973,0.21052631578947367,0.2972972972972973,1.0952380952380953,1.7142857142857142,W,D,D,L,D,L,W,D,W,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.6190476190476191,-0.047619047619047616,9.0
NH,0.39473684210526316,0.47297297297297297,0.39473684210526316,0.47297297297297297,0.7142857142857143,2.2857142857142856,L,D,L,D,D,W,L,D,W,W,0,0,0,0,0,0,0,0,0.0,0.0,-1.5714285714285714,-0.3333333333333333,14.0
H,0.5,0.2972972972972973,0.5,0.2972972972972973,0.7272727272727273,1.5909090909090908,L,W,D,L,W,D,L,W,D,D,0,0,0,0,0,0,0,0,0.0,0.0,-0.8636363636363636,0.045454545454545456,7.0
NH,0.3026315789473684,0.5,0.3026315789473684,0.5,1.1363636363636365,0.7727272727272727,D,L,L,W,D,W,L,W,D,L,0,0,0,0,0,0,0,0,0.0,0.0,0.36363636363636365,-0.09090909090909091,-11.0
H,0.47368421052631576,0.36486486486486486,0.47368421052631576,0.36486486486486486,1.0454545454545454,1.6363636363636365,L,W,D,D,L,W,W,L,W,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.5909090909090909,-0.18181818181818182,3.0
NH,0.42105263157894735,0.5405405405405406,0.42105263157894735,0.5405405405405406,1.2727272727272727,1.8181818181818181,W,W,D,L,D,W,W,L,D,D,0,0,0,0,0,0,0,0,0.0,0.0,-0.5454545454545454,0.0,5.0
H,0.3815789473684211,0.40540540540540543,0.3815789473684211,0.40540540540540543,0.7727272727272727,0.6818181818181818,L,L,L,D,L,L,L,D,L,D,0,0,0,0,0,0,0,0,0.0,0.0,0.09090909090909091,-0.045454545454545456,2.0
NH,0.34210526315789475,0.2702702702702703,0.34210526315789475,0.2702702702702703,1.3636363636363635,1.0,D,W,D,D,L,L,L,L,D,W,0,0,0,0,0,0,0,0,0.0,0.0,0.36363636363636365,0.09090909090909091,3.0
H,0.35526315789473684,0.25675675675675674,0.35526315789473684,0.25675675675675674,1.0909090909090908,1.1818181818181819,L,W,W,D,W,W,W,D,D,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.09090909090909091,0.09090909090909091,2.0
NH,0.4342105263157895,0.33783783783783783,0.4342105263157895,0.33783783783783783,0.8181818181818182,1.0909090909090908,D,L,D,D,D,D,L,W,D,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.2727272727272727,-0.045454545454545456,1.0
NH,0.3026315789473684,0.6351351351351351,0.3026315789473684,0.6351351351351351,1.6363636363636365,2.1818181818181817,L,L,W,D,W,W,L,L,W,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.5454545454545454,-0.09090909090909091,1.0
H,0.5,0.3918918918918919,0.5,0.3918918918918919,2.3181818181818183,2.090909090909091,W,W,L,D,W,D,W,W,D,W,0,0,0,0,0,0,0,0,0.0,0.0,0.22727272727272727,-0.045454545454545456,-3.0
H,0.3157894736842105,0.5405405405405406,0.3157894736842105,0.5405405405405406,1.1304347826086956,2.347826086956522,D,D,L,L,W,W,W,W,L,D,0,0,0,0,0,0,0,0,0.0,0.0,-1.2173913043478262,-0.21739130434782608,6.0
H,0.618421052631579,0.3783783783783784,0.618421052631579,0.3783783783783784,2.217391304347826,1.3043478260869565,W,W,L,L,W,L,D,W,D,D,0,0,0,0,0,0,0,0,0.0,0.0,0.9130434782608695,0.13043478260869565,-11.0
NH,0.27631578947368424,0.5405405405405406,0.27631578947368424,0.5405405405405406,1.1304347826086956,1.7826086956521738,L,W,W,D,D,D,W,W,L,D,0,0,0,0,0,0,0,0,0.0,0.0,-0.6521739130434783,0.0,6.0
H,0.39473684210526316,0.4189189189189189,0.39473684210526316,0.4189189189189189,2.0,0.6521739130434783,L,D,W,W,D,L,L,L,D,L,0,0,0,0,0,0,0,0,0.0,0.0,1.3478260869565217,0.30434782608695654,-11.0
