FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP
NH,0.21052631578947367,0.4189189189189189,0.21052631578947367,0.4189189189189189,1.0714285714285714,1.7857142857142858,L,D,D,W,L,W,W,L,W,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.7142857142857143,-0.2857142857142857,16.0
H,0.19736842105263158,0.22972972972972974,0.19736842105263158,0.22972972972972974,0.6666666666666666,0.9333333333333333,W,L,W,D,L,D,L,D,L,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.26666666666666666,0.13333333333333333,-9.0
H,0.2894736842105263,0.24324324324324326,0.2894736842105263,0.24324324324324326,1.8,0.8666666666666667,W,L,D,W,L,L,W,L,L,D,0,0,0,0,0,0,0,0,0.0,0.0,0.9333333333333333,0.2,-11.0
NH,0.18421052631578946,0.24324324324324326,0.18421052631578946,0.24324324324324326,1.4666666666666666,1.5333333333333334,L,D,D,W,W,L,W,W,W,W,0,0,0,0,1,0,0,0,0.0,0.0,-0.06666666666666667,-0.26666666666666666,-3.0
NH,0.23684210526315788,0.4189189189189189,0.23684210526315788,0.4189189189189189,1.4666666666666666,1.8666666666666667,L,L,L,W,D,W,W,W,L,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.4,-0.5333333333333333,7.0
H,0.10526315789473684,0.3108108108108108,0.10526315789473684,0.3108108108108108,0.9333333333333333,2.0,D,L,W,D,D,W,W,W,D,L,0,0,0,0,0,0,0,0,0.0,0.0,-1.0666666666666667,-0.26666666666666666,6.0
NH,0.3026315789473684,0.1891891891891892,0.3026315789473684,0.1891891891891892,0.5333333333333333,1.6,L,D,L,W,L,W,D,L,L,D,0,0,0,0,0,0,0,0,0.0,0.0,-1.0666666666666667,-0.06666666666666667,8.0
NH,0.25,0.20270270270270271,0.25,0.20270270270270271,1.0,0.9333333333333333,L,L,D,D,W,L,W,L,W,L,0,0,0,0,0,0,0,0,0.0,0.0,0.06666666666666667,-0.06666666666666667,-1.0
NH,0.2631578947368421,0.25675675675675674,0.2631578947368421,0.25675675675675674,2.2666666666666666,1.8,W,W,W,L,W,W,W,D,D,D,0,0,0,0,0,0,0,0,0.0,0.0,0.4666666666666667,0.2,-1.0
H,0.2631578947368421,0.20270270270270271,0.2631578947368421,0.20270270270270271,0.6666666666666666,1.2666666666666666,L,L,L,L,L,W,D,D,W,D,0,0,1,1,0,0,0,0,0.0,0.0,-0.6,-0.6,4.0
NH,0.32894736842105265,0.13513513513513514,0.32894736842105265,0.13513513513513514,1.2,1.1333333333333333,W,L,W,D,L,L,W,L,L,W,0,0,0,0,0,0,0,0,0.0,0.0,0.06666666666666667,0.06666666666666667,-4.0
H,0.23684210526315788,0.25675675675675674,0.23684210526315788,0.25675675675675674,0.875,0.9375,L,D,L,D,L,L,L,L,D,D,0,0,0,0,0,0,0,0,0.0,0.0,-0.0625,0.0,3.0
H,0.32894736842105265,0.22972972972972974,0.32894736842105265,0.22972972972972974,1.875,0.8125,L,W,W,W,D,W,W,L,W,D,0,0,0,0,0,0,0,0,0.0,0.0,1.0625,0.0,-8.0
H,0.3026315789473684,0.2972972972972973,0.3026315789473684,0.2972972972972973,1.75,0.8125,D,W,W,D,D,W,L,L,L,L,0,0,0,0,0,0,1,0,0.0,0.0,0.9375,0.375,-14.0
NH,0.13157894736842105,0.14864864864864866,0.13157894736842105,0.14864864864864866,1.125,1.0625,D,L,W,L,L,W,D,L,W,D,0,0,0,0,0,0,0,0,0.0,0.0,0.0625,-0.25,7.0
H,0.4868421052631579,0.28378378378378377,0.4868421052631579,0.28378378378378377,1.8125,2.1875,D,W,W,W,L,D,W,W,W,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.375,0.0,-3.0
NH,0.25,0.25675675675675674,0.25,0.25675675675675674,1.625,1.4375,W,L,W,W,W,D,L,L,L,W,1,0,0,0,0,0,0,0,0.0,0.0,0.1875,0.5,2.0
NH,0.23684210526315788,0.32432432432432434,0.23684210526315788,0.32432432432432434,0.8125,0.5,L,L,W,L,L,L,L,D,L,W,0,0,0,0,0,0,0,0,0.0,0.0,0.3125,-0.0625,-1.0
NH,0.19736842105263158,0.1891891891891892,0.19736842105263158,0.1891891891891892,1.1875,1.375,L,W,D,D,W,L,L,D,D,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.1875,0.1875,8.0
NH,0.21052631578947367,0.35135135135135137,0.21052631578947367,0.35135135135135137,1.0625,1.1875,W,L,W,L,W,D,W,L,W,D,0,0,0,0,0,0,0,0,0.0,0.0,-0.125,0.0625,6.0
NH,0.18421052631578946,0.35135135135135137,0.18421052631578946,0.35135135135135137,1.6875,1.875,W,W,D,L,L,W,W,L,D,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.1875,-0.1875,4.0
NH,0.2236842105263158,0.2702702702702703,0.2236842105263158,0.2702702702702703,0.7647058823529411,1.588235294117647,L,W,W,L,W,D,W,L,W,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.8235294117647058,-0.058823529411764705,1.0
NH,0.2894736842105263,0.5405405405405406,0.2894736842105263,0.5405405405405406,0.7647058823529411,1.8823529411764706,L,W,L,L,L,W,D,W,W,W,0,0,1,0,1,0,0,0,0.0,0.0,-1.1176470588235294,-0.5882352941176471,18.0
H,0.35526315789473684,0.24324324324324326,0.35526315789473684,0.24324324324324326,1.9411764705882353,1.0,W,W,W,L,D,W,L,D,L,D,0,0,0,0,0,0,0,0,0.0,0.0,0.9411764705882353,0.29411764705882354,-18.0
H,0.19736842105263158,0.24324324324324326,0.19736842105263158,0.24324324324324326,1.4705882352941178,0.8235294117647058,W,L,L,D,D,D,L,L,W,L,0,0,0,0,0,0,0,0,0.0,0.0,0.6470588235294118,0.058823529411764705,-6.0
H,0.17105263157894737,0.24324324324324326,0.17105263157894737,0.24324324324324326,1.0588235294117647,1.1176470588235294,D,W,D,L,W,L,L,W,D,D,0,0,0,0,0,0,0,0,0.0,0.0,-0.058823529411764705,0.17647058823529413,-6.0
NH,0.34210526315789475,0.22972972972972974,0.34210526315789475,0.22972972972972974,0.5294117647058824,1.0588235294117647,D,L,L,D,L,D,W,L,W,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.5294117647058824,-0.29411764705882354,-4.0
NH,0.27631578947368424,0.13513513513513514,0.27631578947368424,0.13513513513513514,0.8823529411764706,1.1176470588235294,L,L,L,L,D,D,D,L,W,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.23529411764705882,-0.23529411764705882,1.0
NH,0.2631578947368421,0.25675675675675674,0.2631578947368421,0.25675675675675674,1.411764705882353,1.588235294117647,D,D,L,L,L,L,W,W,D,L,0,0,1,0,0,0,0,0,0.0,0.0,-0.17647058823529413,-0.29411764705882354,2.0
NH,0.35526315789473684,0.32432432432432434,0.35526315789473684,0.32432432432432434,1.1764705882352942,1.8235294117647058,D,D,W,L,W,W,D,W,W,D,0,0,0,0,0,0,0,0,0.0,0.0,-0.6470588235294118,-0.17647058823529413,7.0
NH,0.2894736842105263,0.35135135135135137,0.2894736842105263,0.35135135135135137,2.0588235294117645,1.9411764705882353,L,D,W,W,W,W,L,W,W,W,1,0,0,0,1,0,0,0,0.0,0.0,0.11764705882352941,-0.11764705882352941,1.0
NH,0.23684210526315788,0.22972972972972974,0.23684210526315788,0.22972972972972974,1.0555555555555556,0.7222222222222222,L,L,L,W,D,L,L,W,W,L,0,0,0,0,0,0,0,0,0.0,0.0,0.3333333333333333,-0.1111111111111111,4.0
NH,0.23684210526315788,0.2972972972972973,0.23684210526315788,0.2972972972972973,0.9444444444444444,1.3333333333333333,L,W,L,D,L,L,D,D,L,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.3888888888888889,0.1111111111111111,12.0
H,0.35526315789473684,0.3783783783783784,0.35526315789473684,0.3783783783783784,1.8888888888888888,1.1111111111111112,D,W,L,W,W,L,D,D,W,L,0,0,0,0,0,0,0,0,0.0,0.0,0.7777777777777778,0.2777777777777778,-9.0
NH,0.3157894736842105,0.35135135135135137,0.3157894736842105,0.35135135135135137,1.8888888888888888,0.5555555555555556,W,W,D,W,W,D,D,L,L,D,0,0,0,0,0,0,0,0,0.0,0.0,1.3333333333333333,0.5555555555555556,-9.0
NH,0.15789473684210525,0.24324324324324326,0.15789473684210525,0.24324324324324326,1.1111111111111112,1.5555555555555556,D,D,D,L,W,W,W,L,L,D,0,0,0,0,0,0,0,0,0.0,0.0,-0.4444444444444444,-0.05555555555555555,9.0
H,0.5526315789473685,0.40540540540540543,0.5526315789473685,0.40540540540540543,1.9444444444444444,2.0,W,W,D,W,W,W,W,W,W,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.05555555555555555,0.05555555555555555,-1.0
H,0.32894736842105265,0.20270270270270271,0.32894736842105265,0.20270270270270271,1.6666666666666667,1.1666666666666667,W,D,W,L,W,W,D,W,D,L,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.1111111111111111,1.0
NH,0.23684210526315788,0.32432432432432434,0.23684210526315788,0.32432432432432434,1.0555555555555556,0.7222222222222222,D,D,W,L,W,L,L,W,L,L,0,0,0,0,0,0,0,0,0.0,0.0,0.3333333333333333,0.2777777777777778,-1.0
NH,0.2631578947368421,0.2972972972972973,0.2631578947368421,0.2972972972972973,1.6666666666666667,0.8888888888888888,W,L,W,W,D,D,L,L,L,L,0,0,0,0,0,0,1,0,0.0,0.0,0.7777777777777778,0.5,-11.0
NH,0.25,0.2972972972972973,0.25,0.2972972972972973,0.7777777777777778,2.0,L,D,L,L,W,D,L,D,W,W,0,0,0,0,0,0,0,0,0.0,0.0,-1.2222222222222223,-0.2222222222222222,9.0
NH,0.25,0.40540540540540543,0.25,0.40540540540540543,1.0,1.0526315789473684,L,L,L,L,W,L,L,D,D,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.05263157894736842,-0.10526315789473684,3.0
NH,0.27631578947368424,0.35135135135135137,0.27631578947368424,0.35135135135135137,0.8947368421052632,0.6842105263157895,L,L,W,L,D,W,D,D,L,L,0,0,0,0,0,0,0,0,0.0,0.0,0.21052631578947367,-0.05263157894736842,6.0
H,0.19736842105263158,0.3783783783783784,0.19736842105263158,0.3783783783783784,1.0526315789473684,0.8421052631578947,L,D,D,D,L,W,L,L,W,L,0,0,0,0,0,0,0,0,0.0,0.0,0.21052631578947367,-0.15789473684210525,-3.0
H,0.5657894736842105,0.2702702702702703,0.5657894736842105,0.2702702702702703,2.0,0.8421052631578947,W,W,W,D,W,W,L,L,W,W,0,0,0,0,0,0,0,0,0.0,0.0,1.1578947368421053,0.21052631578947367,-10.0
NH,0.2631578947368421,0.25675675675675674,0.2631578947368421,0.25675675675675674,1.0,1.631578947368421,L,D,D,W,L,W,W,W,L,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.631578947368421,-0.21052631578947367,11.0
NH,0.2894736842105263,0.3108108108108108,0.2894736842105263,0.3108108108108108,0.7368421052631579,0.8947368421052632,L,L,D,L,L,D,D,L,L,L,0,0,0,0,0,0,1,0,0.0,0.0,-0.15789473684210525,-0.05263157894736842,-4.0
H,0.35526315789473684,0.4189189189189189,0.35526315789473684,0.4189189189189189,1.9473684210526316,1.894736842105263,W,D,W,L,W,L,W,W,W,W,0,0,0,0,1,0,0,0,0.0,0.0,0.05263157894736842,-0.10526315789473684,1.0
H,0.32894736842105265,0.33783783783783783,0.32894736842105265,0.33783783783783783,1.7894736842105263,1.4210526315789473,L,W,W,D,W,W,L,D,D,L,0,0,0,0,0,0,0,0,0.0,0.0,0.3684210526315789,0.2631578947368421,-3.0
NH,0.34210526315789475,0.2972972972972973,0.34210526315789475,0.2972972972972973,1.736842105263158,2.0526315789473686,W,W,D,W,L,W,D,L,D,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.3157894736842105,0.10526315789473684,6.0
H,0.27631578947368424,0.21621621621621623,0.27631578947368424,0.21621621621621623,1.631578947368421,1.105263157894737,D,W,L,W,W,L,W,D,W,D,0,0,0,0,0,0,0,0,0.0,0.0,0.5263157894736842,0.10526315789473684,-3.0
H,0.3157894736842105,0.3108108108108108,0.3157894736842105,0.3108108108108108,2.1,0.9,W,W,D,L,D,D,L,L,W,L,0,0,0,0,0,0,0,0,0.0,0.0,1.2,0.2,-16.0
NH,0.27631578947368424,0.2702702702702703,0.27631578947368424,0.2702702702702703,0.8,0.95,L,W,L,L,W,L,L,D,D,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.15,0.05,-7.0
H,0.39473684210526316,0.33783783783783783,0.39473684210526316,0.33783783783783783,0.8,0.75,L,W,L,L,W,D,L,L,D,L,0,0,0,0,0,0,0,0,0.0,0.0,0.05,0.2,6.0
H,0.4342105263157895,0.28378378378378377,0.4342105263157895,0.28378378378378377,1.8,1.15,L,L,W,W,W,W,L,D,D,D,1,0,0,0,0,0,0,0,0.0,0.0,0.65,0.15,-14.0
NH,0.2631578947368421,0.32432432432432434,0.2631578947368421,0.32432432432432434,1.7,1.7,W,W,W,W,L,W,D,W,L,W,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1.0
NH,0.32894736842105265,0.3918918918918919,0.32894736842105265,0.3918918918918919,1.35,2.0,L,W,L,D,D,W,W,D,W,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.65,-0.25,5.0
NH,0.2236842105263158,0.36486486486486486,0.2236842105263158,0.36486486486486486,1.05,1.85,L,L,W,D,W,W,L,W,W,D,0,0,0,0,0,0,0,0,0.0,0.0,-0.8,-0.15,4.0
NH,0.34210526315789475,0.2702702702702703,0.34210526315789475,0.2702702702702703,0.7,1.0,D,W,D,D,L,D,L,L,L,L,0,0,0,0,0,0,1,0,0.0,0.0,-0.3,0.25,-1.0
NH,0.42105263157894735,0.5945945945945946,0.42105263157894735,0.5945945945945946,1.05,2.05,D,L,L,D,D,W,W,W,W,D,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,-0.5,11.0
H,0.3157894736842105,0.35135135135135137,0.3157894736842105,0.35135135135135137,0.9,1.65,D,D,D,L,L,L,W,W,D,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.75,-0.35,7.0
NH,0.32894736842105265,0.3783783783783784,0.32894736842105265,0.3783783783783784,0.8571428571428571,0.7142857142857143,L,D,L,L,W,L,D,L,L,D,0,0,0,0,0,0,0,0,0.0,0.0,0.14285714285714285,0.09523809523809523,7.0
H,0.3684210526315789,0.28378378378378377,0.3684210526315789,0.28378378378378377,1.8095238095238095,0.9523809523809523,D,W,L,W,W,D,L,L,D,D,0,0,0,0,0,0,0,0,0.0,0.0,0.8571428571428571,0.3333333333333333,-13.0
NH,0.40789473684210525,0.36486486486486486,0.40789473684210525,0.36486486486486486,0.9047619047619048,0.6666666666666666,W,L,W,L,L,L,D,W,D,D,0,0,0,0,0,0,0,0,0.0,0.0,0.23809523809523808,0.0,5.0
NH,0.27631578947368424,0.40540540540540543,0.27631578947368424,0.40540540540540543,1.0952380952380953,2.0476190476190474,L,W,L,D,D,W,W,W,D,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.9523809523809523,-0.38095238095238093,13.0
H,0.2894736842105263,0.47297297297297297,0.2894736842105263,0.47297297297297297,1.619047619047619,1.0,L,W,W,W,W,L,D,L,L,D,1,0,0,0,0,0,0,0,0.0,0.0,0.6190476190476191,0.47619047619047616,-5.0
H,0.3684210526315789,0.32432432432432434,0.3684210526315789,0.32432432432432434,1.2857142857142858,1.0,L,L,W,L,D,W,D,D,D,L,0,0,0,0,0,0,0,0,0.0,0.0,0.2857142857142857,-0.09523809523809523,-9.0
H,0.3157894736842105,0.2972972972972973,0.3157894736842105,0.2972972972972973,1.7619047619047619,0.8095238095238095,W,W,D,W,L,D,L,W,L,L,0,0,0,0,0,0,0,0,0.0,0.0,0.9523809523809523,0.2857142857142857,-5.0
NH,0.35526315789473684,0.5945945945945946,0.35526315789473684,0.5945945945945946,1.5714285714285714,2.0952380952380953,L,L,W,W,D,W,W,W,W,W,0,0,0,0,1,1,0,0,0.0,0.0,-0.5238095238095238,-0.38095238095238093,9.0
NH,0.23684210526315788,0.44594594594594594,0.23684210526315788,0.44594594594594594,1.0476190476190477,1.8571428571428572,D,L,L,W,D,W,L,L,W,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.8095238095238095,-0.19047619047619047,7.0
NH,0.27631578947368424,0.32432432432432434,0.27631578947368424,0.32432432432432434,1.0952380952380953,2.142857142857143,W,D,L,L,L,W,W,W,D,L,0,0,1,0,0,0,0,0,0.0,0.0,-1.0476190476190477,-0.2857142857142857,11.0
H,0.34210526315789475,0.43243243243243246,0.34210526315789475,0.43243243243243246,2.1818181818181817,0.8636363636363636,W,W,W,W,D,L,W,L,W,L,0,0,0,0,0,0,0,0,0.0,0.0,1.3181818181818181,0.3181818181818182,-15.0
H,0.3026315789473684,0.28378378378378377,0.3026315789473684,0.28378378378378377,0.7727272727272727,1.0,L,D,L,W,L,L,D,L,L,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.22727272727272727,0.0,2.0
NH,0.4605263157894737,0.2972972972972973,0.4605263157894737,0.2972972972972973,1.9090909090909092,1.0454545454545454,W,W,L,L,W,L,W,D,L,L,0,0,0,0,0,0,0,0,0.0,0.0,0.8636363636363636,0.22727272727272727,-13.0
H,0.631578947368421,0.33783783783783783,0.631578947368421,0.33783783783783783,2.1363636363636362,0.8181818181818182,W,W,W,W,W,L,L,D,L,L,1,1,0,0,0,0,0,0,0.0,0.0,1.3181818181818181,0.6363636363636364,-19.0
H,0.2894736842105263,0.28378378378378377,0.2894736842105263,0.28378378378378377,0.9090909090909091,1.0454545454545454,L,D,L,L,D,L,L,W,L,D,0,0,0,0,0,0,0,0,0.0,0.0,-0.13636363636363635,-0.09090909090909091,2.0
NH,0.3815789473684211,0.3918918918918919,0.3815789473684211,0.3918918918918919,0.7727272727272727,1.3636363636363635,W,L,D,W,D,W,L,L,W,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.5909090909090909,0.09090909090909091,6.0
NH,0.3815789473684211,0.36486486486486486,0.3815789473684211,0.36486486486486486,0.8181818181818182,1.5,W,L,D,L,L,L,L,L,W,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.6818181818181818,-0.09090909090909091,3.0
H,0.4342105263157895,0.32432432432432434,0.4342105263157895,0.32432432432432434,2.090909090909091,1.6818181818181819,W,W,W,W,D,W,L,W,W,W,0,0,0,0,1,0,0,0,0.0,0.0,0.4090909090909091,0.045454545454545456,-4.0
NH,0.47368421052631576,0.35135135135135137,0.47368421052631576,0.35135135135135137,0.9545454545454546,1.8181818181818181,L,L,D,L,L,W,W,W,D,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.8636363636363636,-0.5454545454545454,6.0
NH,0.32894736842105265,0.40540540540540543,0.32894736842105265,0.40540540540540543,0.9545454545454546,1.8636363636363635,L,W,D,D,D,W,D,W,L,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.9090909090909091,-0.18181818181818182,12.0
H,0.3026315789473684,0.3108108108108108,0.3026315789473684,0.3108108108108108,0.8695652173913043,1.0,W,L,D,L,W,L,L,L,W,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.13043478260869565,0.17391304347826086,-5.0
H,0.4868421052631579,0.40540540540540543,0.4868421052631579,0.40540540540540543,1.8695652173913044,1.826086956521739,D,W,W,L,L,D,W,D,W,L,0,0,0,0,0,0,0,0,0.0,0.0,0.043478260869565216,-0.043478260869565216,-3.0
H,0.3157894736842105,0.36486486486486486,0.3157894736842105,0.36486486486486486,1.608695652173913,0.782608695652174,L,W,L,W,W,L,L,L,D,L,0,0,0,0,0,0,0,0,0.0,0.0,0.8260869565217391,0.34782608695652173,-13.0
NH,0.2894736842105263,0.3918918918918919,0.2894736842105263,0.3918918918918919,1.0,1.565217391304348,W,L,D,L,L,W,L,L,L,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.5652173913043478,-0.08695652173913043,8.0
NH,0.3815789473684211,0.35135135135135137,0.3815789473684211,0.35135135135135137,1.3478260869565217,2.217391304347826,D,W,L,L,W,W,W,W,W,W,0,0,0,0,1,1,0,0,0.0,0.0,-0.8695652173913043,-0.34782608695652173,4.0
H,0.5131578947368421,0.4864864864864865,0.5131578947368421,0.4864864864864865,0.9130434782608695,0.8260869565217391,L,L,L,D,L,L,L,W,L,W,0,0,0,0,0,0,0,0,0.0,0.0,0.08695652173913043,-0.21739130434782608,-7.0
H,0.3157894736842105,0.35135135135135137,0.3157894736842105,0.35135135135135137,1.0434782608695652,0.9565217391304348,D,L,W,D,L,D,L,W,D,D,0,0,0,0,0,0,0,0,0.0,0.0,0.08695652173913043,-0.043478260869565216,-2.0
NH,0.4473684210526316,0.43243243243243246,0.4473684210526316,0.43243243243243246,2.130434782608696,0.782608695652174,W,W,W,W,W,L,W,L,D,L,1,1,0,0,0,0,0,0,0.0,0.0,1.3478260869565217,0.4782608695652174,-10.0
H,0.40789473684210525,0.35135135135135137,0.40789473684210525,0.35135135135135137,0.782608695652174,0.9565217391304348,D,W,L,D,W,L,L,D,L,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.17391304347826086,0.30434782608695654,5.0
NH,0.34210526315789475,0.6756756756756757,0.34210526315789475,0.6756756756756757,1.8695652173913044,2.1739130434782608,W,W,W,W,D,W,W,W,W,W,0,0,0,0,1,1,0,0,0.0,0.0,-0.30434782608695654,-0.08695652173913043,5.0
H,0.3815789473684211,0.2972972972972973,0.3815789473684211,0.2972972972972973,0.75,1.0,L,L,L,L,D,D,W,L,D,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.25,-0.16666666666666666,2.0
H,0.42105263157894735,0.3783783783783784,0.42105263157894735,0.3783783783783784,1.75,1.125,L,D,W,D,W,W,D,L,W,D,0,0,0,0,0,0,0,0,0.0,0.0,0.625,0.0,-10.0
NH,0.47368421052631576,0.4189189189189189,0.47368421052631576,0.4189189189189189,0.7916666666666666,1.3333333333333333,L,L,L,W,L,D,D,W,L,L,0,0,0,0,0,0,0,0,0.0,0.0,-0.5416666666666666,-0.08333333333333333,11.0
NH,0.3157894736842105,0.36486486486486486,0.3157894736842105,0.36486486486486486,0.9583333333333334,1.7916666666666667,L,L,L,L,W,L,W,W,W,W,0,0,0,0,1,0,0,0,0.0,0.0,-0.8333333333333334,-0.375,10.0
NH,0.3815789473684211,0.43243243243243246,0.3815789473684211,0.43243243243243246,1.5416666666666667,0.875,D,W,L,L,L,W,D,W,L,D,0,0,1,0,0,0,0,0,0.0,0.0,0.6666666666666666,-0.16666666666666666,-4.0
H,0.3684210526315789,0.35135135135135137,0.3684210526315789,0.35135135135135137,0.9166666666666666,1.6666666666666667,L,L,L,D,L,W,L,W,L,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.75,-0.3333333333333333,2.0
H,0.4473684210526316,0.5540540540540541,0.4473684210526316,0.5540540540540541,0.7916666666666666,1.0,D,L,W,L,D,W,L,L,L,D,0,0,0,0,0,0,0,0,0.0,0.0,-0.20833333333333334,0.041666666666666664,1.0
H,0.3684210526315789,0.32432432432432434,0.3684210526315789,0.32432432432432434,2.1666666666666665,0.9583333333333334,D,W,W,W,W,W,W,L,D,L,1,0,0,0,0,0,0,0,0.0,0.0,1.2083333333333333,0.25,-7.0
NH,0.35526315789473684,0.5540540540540541,0.35526315789473684,0.5540540540540541,0.9166666666666666,1.9166666666666667,L,D,L,W,D,W,D,W,W,L,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,-0.20833333333333334,15.0
NH,0.6578947368421053,0.4594594594594595,0.6578947368421053,0.4594594594594595,2.2083333333333335,2.0833333333333335,W,W,W,W,W,D,W,W,W,W,1,1,0,0,1,0,0,0,0.0,0.0,0.125,0.08333333333333333,-2.0
NH,0.40789473684210525,0.4594594594594595,0.40789473684210525,0.4594594594594595,1.08,0.88,L,W,D,L,W,W,D,L,W,L,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.0,2.0
H,0.4473684210526316,0.43243243243243246,0.4473684210526316,0.43243243243243246,2.12,1.48,W,D,W,W,W,L,D,W,L,L,1,0,0,0,0,0,0,0,0.0,0.0,0.64,0.36,-7.0
H,0.3157894736842105,0.3783783783783784,0.3157894736842105,0.3783783783783784,0.92,0.92,L,W,W,L,D,D,L,D,L,W,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.08,-6.0
H,0.5394736842105263,0.3783783783783784,0.5394736842105263,0.3783783783783784,1.88,2.2,D,W,D,W,W,W,D,W,W,W,0,0,0,0,1,0,0,0,0.0,0.0,-0.32,-0.08,-2.0
NH,0.2894736842105263,0.6891891891891891,0.2894736842105263,0.6891891891891891,0.96,2.12,L,D,W,L,D,L,W,W,W,W,0,0,0,0,1,0,0,0,0.0,0.0,-1.16,-0.28,17.0
NH,0.4342105263157895,0.3918918918918919,0.4342105263157895,0.3918918918918919,1.4,1.0,W,D,D,W,L,W,L,L,L,D,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.16,-1.0
NH,0.42105263157894735,0.33783783783783783,0.42105263157894735,0.33783783783783783,0.96,0.96,W,W,D,W,L,D,L,L,L,L,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.36,-2.0
H,0.5394736842105263,0.40540540540540543,0.5394736842105263,0.40540540540540543,0.96,0.84,L,W,L,L,L,W,L,L,L,L,0,0,1,0,0,0,1,0,0.0,0.0,0.12,0.0,-8.0
NH,0.34210526315789475,0.527027027027027,0.34210526315789475,0.527027027027027,1.6,0.76,L,W,L,W,L,L,L,L,L,W,0,0,0,0,0,0,0,0,0.0,0.0,0.84,0.12,-12.0
H,0.42105263157894735,0.44594594594594594,0.42105263157894735,0.44594594594594594,1.76,1.8,D,L,W,W,W,W,L,D,W,D,1,0,0,0,0,0,0,0,0.0,0.0,-0.04,0.08,1.0
NH,0.39473684210526316,0.4189189189189189,0.39473684210526316,0.4189189189189189,0.8076923076923077,1.0384615384615385,L,W,L,L,L,L,L,W,D,L,0,0,1,0,0,0,0,0,0.0,0.0,-0.23076923076923078,-0.038461538461538464,5.0
NH,0.32894736842105265,0.47297297297297297,0.32894736842105265,0.47297297297297297,1.0384615384615385,1.3846153846153846,W,D,L,L,L,D,W,D,D,W,0,0,1,0,0,0,0,0,0.0,0.0,-0.34615384615384615,-0.19230769230769232,8.0
NH,0.3815789473684211,0.5,0.3815789473684211,0.5,0.8846153846153846,2.1538461538461537,L,D,L,D,L,W,W,D,W,W,0,0,0,0,0,0,0,0,0.0,0.0,-1.2692307692307692,-0.4230769230769231,14.0
H,0.47368421052631576,0.2972972972972973,0.47368421052631576,0.2972972972972973,0.9615384615384616,0.9615384615384616,W,W,D,L,W,D,L,D,W,L,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.19230769230769232,-5.0
NH,0.3684210526315789,0.3783783783783784,0.3684210526315789,0.3783783783783784,2.1153846153846154,1.5769230769230769,L,W,D,W,W,D,L,W,L,W,0,0,0,0,0,0,0,0,0.0,0.0,0.5384615384615384,0.11538461538461539,-3.0
NH,0.5394736842105263,0.6216216216216216,0.5394736842105263,0.6216216216216216,0.7692307692307693,1.9230769230769231,D,L,L,L,L,W,D,W,D,W,0,0,1,0,0,0,0,0,0.0,0.0,-1.1538461538461537,-0.38461538461538464,17.0
NH,0.42105263157894735,0.44594594594594594,0.42105263157894735,0.44594594594594594,1.4230769230769231,1.8076923076923077,L,L,D,W,L,W,D,L,W,W,0,0,0,0,0,0,0,0,0.0,0.0,-0.38461538461538464,-0.23076923076923078,4.0
